idx,0.0,0.2,0.4,0.6,0.8,1.0
28,0.4783501,0.5406012333333333,0.5399432076923076,0.5310109823529413,0.512467415625,0.5073425858585858
29,,0.5272837833333334,0.5308055785714286,0.5244123549999999,0.50825306119403,0.5013744626262626
30,,0.5450705,0.54506472,0.54506572,0.5413785666666667,0.5346128130434783
31,0.5450431333333333,0.5450603999999999,0.5339882833333333,0.5311044409090908,0.5132867416666667,0.5194707592592593
32,,0.53418606,0.52907212,0.5450521571428572,0.5302219444444445,0.5042919230769229
33,0.5351310250000001,0.5431478285714285,0.5279480214285714,0.5205141218750001,0.5144970513513513,0.5117192567164179
34,,0.5315696,0.5317031000000001,0.53893349,0.5298772,0.518379498837209
35,0.5094940666666666,0.5376287333333333,0.5209488047619047,0.5327152574999998,0.5172629999999997,0.5141802710000003
36,,0.54507905,0.5450594833333334,0.5450602333333332,0.5349583482758621,0.5254259483333332
