idx,Cond,ttype,choice,response,acc,rt,ssd
31,bsl,go,go,1,1,0.5851061,1000
31,bsl,go,go,1,1,0.5582636,1000
31,bsl,go,go,1,1,0.5850898,1000
31,bsl,stop,stop,0,1,0.6517732,200
31,bsl,stop,go,1,0,0.4918116,400
31,bsl,stop,stop,0,1,0.6517121,350
31,bsl,go,go,1,1,0.5318668,1000
31,bsl,go,go,1,1,0.5717028,1000
31,bsl,stop,stop,0,1,0.651711,250
31,bsl,go,go,1,1,0.5315917,1000
31,bsl,go,go,1,1,0.5584256,1000
31,bsl,stop,go,1,0,0.5185391,350
31,bsl,go,go,1,1,0.5716344,1000
31,bsl,go,go,1,1,0.5451819,1000
31,bsl,stop,go,1,0,0.5583123,400
31,bsl,stop,stop,0,1,0.6517411,250
31,bsl,go,go,1,1,0.5336667,1000
31,bsl,go,go,1,1,0.5718214,1000
31,bsl,stop,stop,0,1,0.6516076,300
31,bsl,go,go,1,1,0.5583936,1000
31,bsl,stop,stop,0,1,0.6518357,300
31,bsl,stop,stop,0,1,0.6516613,250
31,bsl,stop,go,1,0,0.5449785,350
31,bsl,go,go,1,1,0.598376,1000
31,bsl,go,go,1,1,0.5449454,1000
31,bsl,stop,go,1,0,0.5462858,400
31,bsl,stop,stop,0,1,0.6535044,250
31,bsl,go,go,1,1,0.6001332,1000
31,bsl,go,go,1,1,0.5468759,1000
31,bsl,stop,stop,0,1,0.6517801,200
31,bsl,go,go,1,1,0.5585012,1000
31,bsl,stop,stop,0,1,0.6515909,350
31,bsl,stop,stop,0,1,0.6517189,200
31,bsl,go,go,1,1,0.5585364,1000
31,bsl,stop,go,1,0,0.5985161,400
31,bsl,go,go,1,1,0.5584836,1000
31,bsl,go,go,1,1,0.5984188,1000
31,bsl,go,go,1,1,0.5602246,1000
31,bsl,stop,go,1,0,0.4918341,400
31,bsl,stop,stop,0,1,0.6516537,300
31,bsl,go,go,1,1,0.5583892,1000
31,bsl,go,go,1,1,0.5717533,1000
31,bsl,stop,stop,0,1,0.6516986,250
31,bsl,go,go,1,1,0.5317335,1000
31,bsl,go,go,1,1,0.5585323,1000
31,bsl,stop,stop,0,1,0.6517097,250
31,bsl,stop,stop,0,1,0.6520462,200
31,bsl,stop,go,1,0,0.5582797,350
31,bsl,go,go,1,1,0.5451459,1000
31,bsl,go,go,1,1,0.5717816,1000
31,bsl,stop,stop,0,1,0.6517958,300
31,bsl,stop,go,1,0,0.5184882,350
31,bsl,stop,stop,0,1,0.6532845,200
31,bsl,go,go,1,1,0.558329,1000
31,bsl,go,go,1,1,0.5317093,1000
31,bsl,go,go,1,1,0.5585081,1000
31,bsl,go,go,1,1,0.5450295,1000
31,bsl,stop,go,1,0,0.5850724,400
31,bsl,go,go,1,1,0.5466692,1000
31,bsl,stop,go,1,0,0.5716637,400
31,bsl,go,go,1,1,0.5868399,1000
31,bsl,stop,stop,0,1,0.651559,200
31,bsl,go,go,1,1,0.5317275,1000
31,bsl,stop,stop,0,1,0.6518942,250
31,bsl,go,go,1,1,0.5715881,1000
31,bsl,stop,stop,0,1,0.6516814,300
31,bsl,go,go,1,1,0.58511,1000
31,bsl,stop,stop,0,1,0.6516148,300
31,bsl,go,go,1,1,0.5851,1000
31,bsl,stop,stop,0,1,0.6517099,350
31,bsl,go,go,1,1,0.5451655,1000
31,bsl,go,go,1,1,0.5585419,1000
31,bsl,stop,stop,0,1,0.6516262,350
31,bsl,go,go,1,1,0.5983424,1000
31,bsl,stop,stop,0,1,0.6518842,250
31,bsl,stop,stop,0,1,0.6516584,200
31,bsl,go,go,1,1,0.5717588,1000
31,bsl,stop,go,1,0,0.5317941,400
31,bsl,go,go,1,1,0.6517884,1000
31,bsl,go,go,1,1,0.5067921,1000
31,bsl,stop,go,1,0,0.5051868,400
31,bsl,go,go,1,1,0.5449278,1000
31,bsl,go,go,1,1,0.571732,1000
31,bsl,go,go,1,1,0.6113934,1000
31,bsl,stop,stop,0,1,0.6517133,300
31,bsl,stop,stop,0,1,0.6514744,250
31,bsl,stop,stop,0,1,0.6516701,200
31,bsl,go,go,1,1,0.5450833,1000
31,bsl,stop,stop,0,1,0.6632307,200
31,bsl,go,go,1,1,0.5583721,1000
31,bsl,go,go,1,1,0.5983676,1000
31,bsl,stop,go,1,0,0.5584208,400
31,bsl,go,go,1,1,0.4918687,1000
31,bsl,go,go,1,1,0.4919244,1000
31,bsl,stop,stop,0,1,0.6515766,350
31,bsl,go,go,1,1,0.5324278,1000
31,bsl,stop,stop,0,1,0.6517404,350
31,bsl,go,go,1,1,0.5315841,1000
31,bsl,stop,stop,0,1,0.6517032,300
31,bsl,stop,stop,0,1,0.6515935,250
31,bsl,go,go,1,1,0.5335568,1000
31,bsl,stop,stop,0,1,0.6525134,300
31,bsl,go,go,1,1,0.5593578,1000
31,bsl,stop,stop,0,1,0.6526962,200
31,bsl,stop,stop,0,1,0.6534831,250
31,bsl,go,go,1,1,0.5865383,1000
31,bsl,stop,go,1,0,0.5450695,400
31,bsl,go,go,1,1,0.5734913,1000
31,bsl,go,go,1,1,0.5850129,1000
31,bsl,stop,stop,0,1,0.6632435,350
31,bsl,go,go,1,1,0.5590437,1000
31,bsl,go,go,1,1,0.5716459,1000
31,bsl,go,go,1,1,0.5450896,1000
31,bsl,stop,stop,0,1,0.6516705,350
31,bsl,go,go,1,1,0.5584921,1000
31,bsl,stop,stop,0,1,0.6535335,300
31,bsl,go,go,1,1,0.5717742,1000
31,bsl,stop,stop,0,1,0.6516994,250
31,bsl,stop,go,1,0,0.5851739,400
31,bsl,go,go,1,1,0.5585065,1000
31,bsl,stop,stop,0,1,0.6517007,200
31,bsl,go,go,1,1,0.5334622,1000
31,bsl,go,go,1,1,0.5984438,1000
31,bsl,stop,stop,0,1,0.6517535,250
31,bsl,stop,stop,0,1,0.6516988,300
31,bsl,go,go,1,1,0.5583496,1000
31,bsl,go,go,1,1,0.545165,1000
31,bsl,stop,stop,0,1,0.6517158,350
31,bsl,go,go,1,1,0.5051395,1000
31,bsl,go,go,1,1,0.5850431,1000
31,bsl,stop,stop,0,1,0.6632192,200
31,bsl,go,go,1,1,0.5451131,1000
31,bsl,stop,stop,0,1,0.6518492,250
31,bsl,stop,stop,0,1,0.6517017,200
31,bsl,go,go,1,1,0.5583316,1000
31,bsl,stop,go,1,0,0.5318533,400
31,bsl,go,go,1,1,0.5585009,1000
31,bsl,stop,go,1,0,0.5451936,400
31,bsl,go,go,1,1,0.5583704,1000
31,bsl,stop,go,1,0,0.54512,350
31,bsl,stop,stop,0,1,0.6535236,300
31,bsl,go,go,1,1,0.5850197,1000
31,bsl,go,go,1,1,0.5601894,1000
31,bsl,go,go,1,1,0.5584696,1000
31,bsl,stop,stop,0,1,0.6516634,200
31,bsl,stop,go,1,0,0.5451177,350
31,bsl,stop,stop,0,1,0.6534009,200
31,bsl,stop,stop,0,1,0.6516884,250
31,bsl,stop,stop,0,1,0.6517357,250
31,bsl,go,go,1,1,0.5984872,1000
31,bsl,stop,go,1,0,0.5317372,400
31,bsl,stop,stop,0,1,0.6518338,300
31,bsl,go,go,1,1,0.5584967,1000
31,bsl,stop,stop,0,1,0.6515963,300
31,bsl,go,go,1,1,0.5335615,1000
31,bsl,stop,go,1,0,0.5984579,400
31,bsl,go,go,1,1,0.5718248,1000
31,bsl,stop,stop,0,1,0.6517294,350
31,bsl,go,go,1,1,0.5983984,1000
31,bsl,go,go,1,1,0.5450788,1000
31,bsl,go,go,1,1,0.6517169,1000
31,bsl,go,go,1,1,0.5583761,1000
31,bsl,go,go,1,1,0.5450761,1000
31,bsl,go,go,1,1,0.5735548,1000
31,bsl,stop,go,1,0,0.5056111,400
31,bsl,stop,stop,0,1,0.6517136,200
31,bsl,go,go,1,1,0.5451534,1000
31,bsl,go,go,1,1,0.6517058,1000
31,bsl,go,go,1,1,0.5185348,1000
31,bsl,go,go,1,1,0.5317719,1000
31,bsl,go,go,1,1,0.5601688,1000
31,bsl,stop,stop,0,1,0.6515377,350
31,bsl,go,go,1,1,0.5983776,1000
31,bsl,stop,stop,0,1,0.6535285,200
31,bsl,stop,stop,0,1,0.6517844,300
31,bsl,go,go,1,1,0.5984536,1000
31,bsl,stop,stop,0,1,0.6528479,250
31,bsl,stop,go,1,0,0.5736254,400
31,bsl,go,go,1,1,0.6393827,1000
31,bsl,go,go,1,1,0.531786,1000
31,bsl,stop,stop,0,1,0.6517647,300
31,bsl,stop,stop,0,1,0.651784,250
31,bsl,stop,stop,0,1,0.6516542,350
31,bsl,go,go,1,1,0.5584375,1000
31,pnl,go,go,1,1,0.5202169,1000
31,pnl,go,go,1,1,0.5717671,1000
31,pnl,go,go,1,1,0.5450681,1000
31,pnl,go,go,1,1,0.5183487,1000
31,pnl,go,go,1,1,0.5451449,1000
31,pnl,go,go,1,1,0.5318183,1000
31,pnl,go,go,1,1,0.5318183,1000
31,pnl,go,go,1,1,0.5184728,1000
31,pnl,go,go,1,1,0.5448957,1000
31,pnl,go,go,1,1,0.531775,1000
31,pnl,go,go,1,1,0.5317955,1000
31,pnl,go,go,1,1,0.518444,1000
31,pnl,stop,stop,0,1,0.6517499,300
31,pnl,go,go,1,1,0.571727,1000
31,pnl,go,go,1,1,0.5850966,1000
31,pnl,stop,go,1,0,0.5317706,350
31,pnl,go,go,1,1,0.5584558,1000
31,pnl,go,go,1,1,0.6252414,1000
31,pnl,stop,stop,0,1,0.6517914,250
31,pnl,stop,stop,0,1,0.6517514,350
31,pnl,go,go,1,1,0.6117379,1000
31,pnl,go,go,1,1,0.571937,1000
31,pnl,stop,stop,0,1,0.6516919,250
31,pnl,go,go,1,1,0.5601401,1000
31,pnl,go,go,1,1,0.5052187,1000
31,pnl,go,go,1,1,0.5449514,1000
31,pnl,go,go,1,1,0.4915952,1000
31,pnl,stop,go,1,0,0.5451688,400
31,pnl,stop,stop,0,1,0.6516426,200
31,pnl,stop,stop,0,1,0.6517163,400
31,pnl,stop,stop,0,1,0.6516279,200
31,pnl,stop,stop,0,1,0.6517163,300
31,pnl,go,go,1,1,0.5583741,1000
31,pnl,stop,stop,0,1,0.6507489,200
31,pnl,go,go,1,1,0.5984342,1000
31,pnl,go,go,1,1,0.5850791,1000
31,pnl,go,go,1,1,0.5717843,1000
31,pnl,go,go,1,1,0.5184853,1000
31,pnl,stop,stop,0,1,0.6516266,250
31,pnl,stop,stop,0,1,0.6516328,300
31,pnl,stop,stop,0,1,0.6517262,350
31,pnl,stop,stop,0,1,0.6516566,200
31,pnl,stop,stop,0,1,0.6516948,250
31,pnl,go,go,1,1,0.5317789,1000
31,pnl,stop,stop,0,1,0.6517738,300
31,pnl,stop,stop,0,1,0.6515036,350
31,pnl,stop,stop,0,1,0.6517298,400
31,pnl,go,go,1,1,0.5718191,1000
31,pnl,stop,stop,0,1,0.6517238,400
31,pnl,go,stop,0,0,0.6517738,1000
31,pnl,go,go,1,1,0.6383827,1000
31,pnl,go,go,1,1,0.5983414,1000
31,pnl,go,go,1,1,0.5850944,1000
31,pnl,go,go,1,1,0.5184185,1000
31,pnl,go,go,1,1,0.585169,1000
31,pnl,go,go,1,1,0.5852067,1000
31,pnl,stop,stop,0,1,0.6511952,250
31,pnl,go,go,1,1,0.571981,1000
31,pnl,go,go,1,1,0.571831,1000
31,pnl,stop,stop,0,1,0.6516966,250
31,pnl,go,go,1,1,0.5584895,1000
31,pnl,stop,stop,0,1,0.6518006,400
31,pnl,go,go,1,1,0.6250718,1000
31,pnl,stop,stop,0,1,0.653522,350
31,pnl,stop,stop,0,1,0.6518471,350
31,pnl,stop,stop,0,1,0.652544,300
31,pnl,stop,stop,0,1,0.6517448,300
31,pnl,stop,stop,0,1,0.6632104,200
31,pnl,stop,go,1,0,0.58506,400
31,pnl,go,go,1,1,0.5463742,1000
31,pnl,stop,stop,0,1,0.6515972,200
31,pnl,go,go,1,1,0.6117994,1000
31,pnl,go,go,1,1,0.5584506,1000
31,pnl,go,go,1,1,0.6120219,1000
31,pnl,go,go,1,1,0.531778,1000
31,pnl,stop,stop,0,1,0.6516265,300
31,pnl,stop,go,1,0,0.5718555,400
31,pnl,stop,stop,0,1,0.6516624,200
31,pnl,stop,stop,0,1,0.6517581,250
31,pnl,stop,stop,0,1,0.6500388,300
31,pnl,stop,stop,0,1,0.651742,250
31,pnl,go,go,1,1,0.6251265,1000
31,pnl,go,go,1,1,0.611587,1000
31,pnl,stop,stop,0,1,0.6517509,350
31,pnl,stop,go,1,0,0.598384,400
31,pnl,go,go,1,1,0.5717764,1000
31,pnl,go,go,1,1,0.5852023,1000
31,pnl,go,go,1,1,0.5716111,1000
31,pnl,go,go,1,1,0.5984881,1000
31,pnl,stop,stop,0,1,0.6517369,350
31,pnl,go,go,1,1,0.5851596,1000
31,pnl,go,go,1,1,0.5467495,1000
31,pnl,go,go,1,1,0.6516135,1000
31,pnl,go,go,1,1,0.5318442,1000
31,pnl,stop,stop,0,1,0.6515512,200
31,pnl,go,go,1,1,0.5317857,1000
31,pnl,go,go,1,1,0.54521,1000
31,pnl,go,go,1,1,0.5450528,1000
31,pnl,stop,go,1,0,0.5318664,400
31,pnl,go,go,1,1,0.5850193,1000
31,pnl,go,go,1,1,0.5452255,1000
31,pnl,go,go,1,1,0.5582852,1000
31,pnl,stop,go,1,0,0.5583271,350
31,pnl,stop,stop,0,1,0.6516587,300
31,pnl,stop,stop,0,1,0.6518206,400
31,pnl,go,go,1,1,0.6249721,1000
31,pnl,stop,stop,0,1,0.6517633,200
31,pnl,stop,stop,0,1,0.6517674,300
31,pnl,go,go,1,1,0.5852002,1000
31,pnl,stop,stop,0,1,0.651787,200
31,pnl,go,go,1,1,0.5983049,1000
31,pnl,stop,stop,0,1,0.6518022,250
31,pnl,go,go,1,1,0.5718133,1000
31,pnl,stop,stop,0,1,0.6515145,350
31,pnl,stop,stop,0,1,0.6517575,250
31,pnl,go,go,1,1,0.6251723,1000
31,pnl,go,go,1,1,0.5584806,1000
31,pnl,stop,stop,0,1,0.6517025,300
31,pnl,stop,stop,0,1,0.6517737,300
31,pnl,stop,stop,0,1,0.6517769,250
31,pnl,go,go,1,1,0.598474,1000
31,pnl,stop,stop,0,1,0.6518028,250
31,pnl,go,go,1,1,0.5717493,1000
31,pnl,go,go,1,1,0.545019,1000
31,pnl,stop,stop,0,1,0.6516873,200
31,pnl,stop,go,1,0,0.6117423,400
31,pnl,go,stop,0,0,0.6517298,1000
31,pnl,go,go,1,1,0.651811,1000
31,pnl,stop,stop,0,1,0.6518113,200
31,pnl,go,stop,0,0,0.6517842,1000
31,pnl,go,go,1,1,0.5320513,1000
31,pnl,stop,stop,0,1,0.6517306,350
31,pnl,go,go,1,1,0.6517772,1000
31,pnl,stop,stop,0,1,0.6516628,350
31,pnl,go,go,1,1,0.6383696,1000
31,pnl,go,go,1,1,0.5583821,1000
31,pnl,stop,go,1,0,0.5726464,400
31,pnl,go,go,1,1,0.5450473,1000
31,pnl,stop,go,1,0,0.5584582,400
31,pnl,go,go,1,1,0.6001485,1000
31,pnl,go,go,1,1,0.5585458,1000
31,pnl,go,go,1,1,0.5851359,1000
31,pnl,stop,stop,0,1,0.6517907,200
31,pnl,go,go,1,1,0.5317268,1000
31,pnl,go,go,1,1,0.6251279,1000
31,pnl,stop,stop,0,1,0.6516667,300
31,pnl,go,go,1,1,0.5984486,1000
31,pnl,go,go,1,1,0.5185126,1000
31,pnl,stop,stop,0,1,0.6516279,350
31,pnl,stop,stop,0,1,0.6517616,350
31,pnl,go,go,1,1,0.5584385,1000
31,pnl,go,go,1,1,0.5585232,1000
31,pnl,go,go,1,1,0.5584855,1000
31,pnl,stop,stop,0,1,0.6521121,250
31,pnl,stop,stop,0,1,0.6516813,200
31,pnl,stop,stop,0,1,0.6518051,250
31,pnl,stop,go,1,0,0.5450603,400
31,pnl,stop,stop,0,1,0.6517074,300
31,pnl,go,go,1,1,0.5602237,1000
31,pnl,stop,stop,0,1,0.6518668,250
31,pnl,stop,stop,0,1,0.651534,300
31,pnl,stop,stop,0,1,0.6517086,250
31,pnl,go,go,1,1,0.598478,1000
31,pnl,go,go,1,1,0.5454962,1000
31,pnl,stop,stop,0,1,0.6517311,200
31,pnl,go,go,1,1,0.5849931,1000
31,pnl,go,go,1,1,0.6117576,1000
31,pnl,stop,go,1,0,0.5183371,400
31,pnl,go,go,1,1,0.5984858,1000
31,pnl,stop,stop,0,1,0.6517204,350
31,pnl,go,go,1,1,0.5720698,1000
31,pnl,go,go,1,1,0.5983681,1000
31,pnl,go,go,1,1,0.5584312,1000
31,pnl,stop,stop,0,1,0.6518266,350
31,pnl,stop,stop,0,1,0.651635,300
31,pnl,go,go,1,1,0.5984066,1000
31,pnl,go,go,1,1,0.571785,1000
31,pnl,stop,stop,0,1,0.651802,200
31,pnl,stop,go,1,0,0.6118191,400
31,pnl,go,go,1,1,0.5719148,1000
31,pnl,go,go,1,1,0.5845365,1000
31,pnl,go,go,1,1,0.5717209,1000
31,pnl,go,stop,0,0,0.6516363,1000
31,pnl,go,go,1,1,0.5584392,1000
31,pnl,stop,stop,0,1,0.6517142,250
31,pnl,go,go,1,1,0.5583416,1000
31,pnl,stop,go,1,0,0.5450489,400
31,pnl,stop,go,1,0,0.5601528,400
31,pnl,go,go,1,1,0.5581903,1000
31,pnl,go,go,1,1,0.5850964,1000
31,pnl,go,go,1,1,0.6117065,1000
31,pnl,stop,stop,0,1,0.6516732,200
31,pnl,stop,stop,0,1,0.6517023,350
31,pnl,stop,stop,0,1,0.6503378,350
31,pnl,stop,stop,0,1,0.651563,300
31,pnl,go,go,1,1,0.5719066,1000
31,pnl,stop,stop,0,1,0.6516115,250
31,pnl,stop,stop,0,1,0.6517099,200
31,pnl,go,go,1,1,0.571722,1000
31,pnl,stop,stop,0,1,0.6516108,300
31,pnl,go,go,1,1,0.5334943,1000
31,pnl,go,go,1,1,0.5585083,1000
31,pnl,go,go,1,1,0.5716992,1000
31,pnl,go,go,1,1,0.5849131,1000
31,pnl,stop,stop,0,1,0.6631964,250
31,pnl,stop,go,1,0,0.5712294,350
31,pnl,stop,stop,0,1,0.6515354,400
31,pnl,stop,stop,0,1,0.6517362,200
31,pnl,stop,stop,0,1,0.6517872,300
31,pnl,stop,stop,0,1,0.6519063,300
31,pnl,go,go,1,1,0.5718516,1000
31,pnl,go,go,1,1,0.558474,1000
31,pnl,stop,stop,0,1,0.6528679,200
31,pnl,go,go,1,1,0.6260094,1000
31,pnl,go,go,1,1,0.5451114,1000
31,pnl,stop,stop,0,1,0.6533873,350
31,pnl,go,go,1,1,0.6117977,1000
31,pnl,stop,go,1,0,0.5585663,400
31,pnl,go,go,1,1,0.6518077,1000
31,pnl,go,go,1,1,0.5450927,1000
31,pnl,stop,stop,0,1,0.6515013,250
32,bsl,go,go,1,1,0.6516239,1000
32,bsl,go,go,1,1,0.5318044,1000
32,bsl,go,go,1,1,0.5184587,1000
32,bsl,go,go,1,1,0.5586186,1000
32,bsl,go,go,1,1,0.5583847,1000
32,bsl,go,go,1,1,0.5051444,1000
32,bsl,go,go,1,1,0.5584865,1000
32,bsl,go,go,1,1,0.5582393,1000
32,bsl,go,go,1,1,0.5449668,1000
32,bsl,go,go,1,1,0.5319709,1000
32,bsl,go,go,1,1,0.5450979,1000
32,bsl,go,go,1,1,0.5186091,1000
32,bsl,stop,stop,0,1,0.6517591,300
32,bsl,go,go,1,1,0.5849866,1000
32,bsl,stop,stop,0,1,0.6516754,200
32,bsl,stop,stop,0,1,0.6515723,200
32,bsl,go,go,1,1,0.4911961,1000
32,bsl,go,go,1,1,0.5983668,1000
32,bsl,stop,stop,0,1,0.651771,250
32,bsl,go,go,1,1,0.5318454,1000
32,bsl,stop,stop,0,1,0.6517931,350
32,bsl,stop,stop,0,1,0.6516967,300
32,bsl,go,go,1,1,0.5717951,1000
32,bsl,stop,stop,0,1,0.6519219,350
32,bsl,go,go,1,1,0.5850624,1000
32,bsl,stop,go,1,0,0.5718691,400
32,bsl,go,go,1,1,0.598486,1000
32,bsl,go,go,1,1,0.5718022,1000
32,bsl,stop,stop,0,1,0.651688,250
32,bsl,go,go,1,1,0.5852086,1000
32,bsl,go,go,1,1,0.5584258,1000
32,bsl,stop,go,1,0,0.531957,400
32,bsl,go,go,1,1,0.5601188,1000
32,bsl,stop,stop,0,1,0.6518255,350
32,bsl,stop,stop,0,1,0.6517305,350
32,bsl,stop,go,1,0,0.5984429,400
32,bsl,go,go,1,1,0.6381623,1000
32,bsl,go,go,1,1,0.6116661,1000
32,bsl,go,go,1,1,0.6249946,1000
32,bsl,stop,stop,0,1,0.6517773,300
32,bsl,go,go,1,1,0.6250963,1000
32,bsl,stop,stop,0,1,0.6518121,250
32,bsl,stop,stop,0,1,0.6515364,200
32,bsl,stop,go,1,0,0.5319085,400
32,bsl,go,go,1,1,0.6249864,1000
32,bsl,go,go,1,1,0.5319232,1000
32,bsl,go,go,1,1,0.5479294,1000
32,bsl,go,go,1,1,0.5852281,1000
32,bsl,go,go,1,1,0.571859,1000
32,bsl,go,go,1,1,0.5584913,1000
32,bsl,stop,stop,0,1,0.6516982,300
32,bsl,stop,stop,0,1,0.6518158,200
32,bsl,stop,stop,0,1,0.6516614,250
32,bsl,go,go,1,1,0.5448586,1000
32,bsl,stop,stop,0,1,0.6517911,300
32,bsl,stop,go,1,0,0.5586693,350
32,bsl,go,go,1,1,0.6384311,1000
32,bsl,go,go,1,1,0.5852161,1000
32,bsl,stop,go,1,0,0.5851924,400
32,bsl,stop,stop,0,1,0.6535615,300
32,bsl,go,go,1,1,0.6518266,1000
32,bsl,go,go,1,1,0.5464082,1000
32,bsl,go,go,1,1,0.6119626,1000
32,bsl,stop,stop,0,1,0.6526755,200
32,bsl,go,go,1,1,0.5584422,1000
32,bsl,go,go,1,1,0.5983496,1000
32,bsl,stop,stop,0,1,0.6517058,200
32,bsl,stop,go,1,0,0.5451422,400
32,bsl,stop,stop,0,1,0.6517884,250
32,bsl,go,go,1,1,0.5851489,1000
32,bsl,stop,stop,0,1,0.6518854,350
32,bsl,go,go,1,1,0.5717512,1000
32,bsl,go,go,1,1,0.5985145,1000
32,bsl,stop,stop,0,1,0.6516246,250
32,bsl,go,go,1,1,0.5850998,1000
32,bsl,go,go,1,1,0.4645639,1000
32,bsl,stop,stop,0,1,0.6519431,200
32,bsl,stop,go,1,0,0.5985286,400
32,bsl,stop,stop,0,1,0.6517945,350
32,bsl,go,stop,0,0,0.6518286,1000
32,bsl,stop,stop,0,1,0.6517592,200
32,bsl,stop,go,1,0,0.5451852,400
32,bsl,go,go,1,1,0.6251363,1000
32,bsl,go,go,1,1,0.585076,1000
32,bsl,stop,stop,0,1,0.6517095,300
32,bsl,go,go,1,1,0.6250832,1000
32,bsl,go,go,1,1,0.5584545,1000
32,bsl,go,go,1,1,0.5984587,1000
32,bsl,go,go,1,1,0.6116834,1000
32,bsl,go,go,1,1,0.6118335,1000
32,bsl,stop,stop,0,1,0.6517491,250
32,bsl,stop,stop,0,1,0.6518464,300
32,bsl,stop,go,1,0,0.5584756,350
32,bsl,stop,stop,0,1,0.651561,250
32,bsl,go,stop,0,0,0.6518333,1000
32,bsl,go,go,1,1,0.5735818,1000
32,bsl,stop,stop,0,1,0.6517505,250
32,bsl,go,go,1,1,0.6387131,1000
32,bsl,go,go,1,1,0.5849301,1000
32,bsl,stop,stop,0,1,0.6518125,250
32,bsl,go,go,1,1,0.6251387,1000
32,bsl,go,go,1,1,0.6251692,1000
32,bsl,stop,stop,0,1,0.6518616,300
32,bsl,stop,go,1,0,0.6251844,400
32,bsl,stop,stop,0,1,0.6517471,400
32,bsl,go,stop,0,0,0.6517461,1000
32,bsl,stop,stop,0,1,0.6517935,350
32,bsl,stop,stop,0,1,0.6518455,200
32,bsl,go,go,1,1,0.5716919,1000
32,bsl,go,go,1,1,0.5984489,1000
32,bsl,go,go,1,1,0.5584469,1000
32,bsl,go,go,1,1,0.5718293,1000
32,bsl,stop,stop,0,1,0.6518227,200
32,bsl,stop,go,1,0,0.5583877,350
32,bsl,stop,stop,0,1,0.6517003,300
32,bsl,go,go,1,1,0.6385594,1000
32,bsl,go,go,1,1,0.5983931,1000
32,bsl,stop,go,1,0,0.57185,400
32,bsl,stop,stop,0,1,0.6517156,200
32,bsl,go,go,1,1,0.5983681,1000
32,bsl,go,go,1,1,0.5986272,1000
32,bsl,go,go,1,1,0.5583153,1000
32,bsl,stop,stop,0,1,0.6517795,250
32,bsl,go,go,1,1,0.5576432,1000
32,bsl,go,go,1,1,0.5985186,1000
32,bsl,stop,stop,0,1,0.6517765,300
32,bsl,stop,go,1,0,0.5851139,350
32,bsl,go,go,1,1,0.5708506,1000
32,bsl,stop,stop,0,1,0.6516925,200
32,bsl,stop,go,1,0,0.6384673,400
32,bsl,stop,stop,0,1,0.6517542,350
32,bsl,go,go,1,1,0.6499862,1000
32,bsl,go,go,1,1,0.6118494,1000
32,bsl,stop,stop,0,1,0.6517364,300
32,bsl,stop,stop,0,1,0.6517172,250
32,bsl,go,go,1,1,0.6250971,1000
32,bsl,go,go,1,1,0.5734715,1000
32,bsl,go,go,1,1,0.6384459,1000
32,bsl,stop,stop,0,1,0.6535872,350
32,bsl,stop,stop,0,1,0.6516909,350
32,bsl,go,go,1,1,0.6118261,1000
32,bsl,stop,stop,0,1,0.6517137,300
32,bsl,go,go,1,1,0.5850428,1000
32,bsl,stop,stop,0,1,0.6517205,200
32,bsl,go,go,1,1,0.5593688,1000
32,bsl,go,go,1,1,0.6117779,1000
32,bsl,go,go,1,1,0.5983673,1000
32,bsl,stop,stop,0,1,0.6518264,300
32,bsl,go,go,1,1,0.5851697,1000
32,bsl,stop,go,1,0,0.5983575,400
32,bsl,stop,stop,0,1,0.6517111,250
32,bsl,go,go,1,1,0.6118183,1000
32,bsl,stop,go,1,0,0.6001681,400
32,bsl,go,go,1,1,0.6250826,1000
32,bsl,go,go,1,1,0.5985013,1000
32,bsl,go,go,1,1,0.5584152,1000
32,bsl,stop,stop,0,1,0.6518342,250
32,bsl,stop,stop,0,1,0.6517233,200
32,bsl,go,go,1,1,0.5734379,1000
32,bsl,go,go,1,1,0.5851793,1000
32,bsl,stop,go,1,0,0.5452766,400
32,bsl,stop,stop,0,1,0.6517808,300
32,bsl,stop,stop,0,1,0.651747,200
32,bsl,stop,stop,0,1,0.6517614,300
32,bsl,go,go,1,1,0.6116628,1000
32,bsl,go,stop,0,0,0.6518833,1000
32,bsl,go,go,1,1,0.612032,1000
32,bsl,stop,stop,0,1,0.6517767,250
32,bsl,go,go,1,1,0.5717279,1000
32,bsl,go,go,1,1,0.6384768,1000
32,bsl,go,go,1,1,0.5603719,1000
32,bsl,stop,stop,0,1,0.6518328,200
32,bsl,go,go,1,1,0.5185405,1000
32,bsl,stop,stop,0,1,0.6517742,350
32,bsl,go,go,1,1,0.5584195,1000
32,bsl,stop,stop,0,1,0.6517804,250
32,bsl,stop,go,1,0,0.5708357,400
32,bsl,go,stop,0,0,0.6519524,1000
32,bsl,stop,stop,0,1,0.6518477,350
32,bsl,go,go,1,1,0.546896,1000
32,bsl,stop,go,1,0,0.5184193,400
32,bsl,stop,go,1,0,0.5975093,400
32,bsl,go,stop,0,0,0.6516772,1000
32,bsl,go,go,1,1,0.5453399,1000
32,bsl,go,go,1,1,0.5851269,1000
32,bsl,stop,stop,0,1,0.6518271,350
32,bsl,go,go,1,1,0.5717194,1000
32,bsl,go,go,1,1,0.5983961,1000
32,bsl,go,go,1,1,0.585254,1000
32,bsl,go,go,1,1,0.5983493,1000
32,bsl,go,go,1,1,0.5585174,1000
32,bsl,stop,stop,0,1,0.65179,200
32,bsl,stop,stop,0,1,0.6517464,200
32,bsl,stop,stop,0,1,0.6518499,300
32,bsl,stop,stop,0,1,0.6514905,250
