idx,GoTrial,StopSignal,Cond,ttype,choice,response,acc,rt,ssd
16,1,1000,bsl,go,go,1,1,0.6382545,1000
16,0,250,bsl,stop,stop,0,1,0.6517166,250
16,1,1000,bsl,go,go,1,1,0.57181,1000
16,1,1000,bsl,go,go,1,1,0.5996664,1000
16,1,1000,bsl,go,go,1,1,0.584969,1000
16,0,250,bsl,stop,stop,0,1,0.6516726,250
16,1,1000,bsl,go,go,1,1,0.6116417,1000
16,1,1000,bsl,go,go,1,1,0.5984929,1000
16,0,400,bsl,stop,go,1,0,0.6249326,400
16,0,300,bsl,stop,stop,0,1,0.6517211,300
16,1,1000,bsl,go,stop,0,0,0.6517488,1000
16,0,300,bsl,stop,stop,0,1,0.6517464,300
16,0,350,bsl,stop,go,1,0,0.5184615,350
16,0,400,bsl,stop,go,1,0,0.5994003,400
16,1,1000,bsl,go,go,1,1,0.598541,1000
16,0,200,bsl,stop,stop,0,1,0.6517113,200
16,1,1000,bsl,go,go,1,1,0.6383554,1000
16,0,250,bsl,stop,stop,0,1,0.6516597,250
16,0,200,bsl,stop,stop,0,1,0.6517412,200
16,0,350,bsl,stop,stop,0,1,0.6517628,350
16,1,1000,bsl,go,stop,0,0,0.6516925,1000
16,1,1000,bsl,go,stop,0,0,0.6517764,1000
16,1,1000,bsl,go,go,1,1,0.585209,1000
16,1,1000,pnl,go,go,1,1,0.5452762,1000
16,1,1000,pnl,go,go,1,1,0.50519,1000
16,1,1000,pnl,go,go,1,1,0.5717872,1000
16,1,1000,pnl,go,go,1,1,0.5451293,1000
16,1,1000,pnl,go,go,1,1,0.5718324,1000
16,1,1000,pnl,go,go,1,1,0.5718566,1000
16,1,1000,pnl,go,go,1,1,0.6113119,1000
16,1,1000,pnl,go,go,1,1,0.5584986,1000
16,1,1000,pnl,go,go,1,1,0.5849898,1000
16,1,1000,pnl,go,go,1,1,0.5448933,1000
16,1,1000,pnl,go,go,1,1,0.5311812,1000
16,1,1000,pnl,go,go,1,1,0.5451381,1000
16,0,300,pnl,stop,stop,0,1,0.6516033,300
16,1,1000,pnl,go,go,1,1,0.598459,1000
16,1,1000,pnl,go,go,1,1,0.6383467,1000
16,0,350,pnl,stop,go,1,0,0.5584661,350
16,1,1000,pnl,go,go,1,1,0.5452537,1000
16,1,1000,pnl,go,go,1,1,0.5718346,1000
16,0,250,pnl,stop,stop,0,1,0.6518715,250
16,0,350,pnl,stop,stop,0,1,0.6516811,350
16,1,1000,pnl,go,go,1,1,0.6516486,1000
16,1,1000,pnl,go,go,1,1,0.5718181,1000
16,0,250,pnl,stop,stop,0,1,0.6516601,250
16,1,1000,pnl,go,go,1,1,0.5849587,1000
16,1,1000,pnl,go,go,1,1,0.6250605,1000
16,1,1000,pnl,go,go,1,1,0.5851192,1000
16,1,1000,pnl,go,go,1,1,0.5717871,1000
16,0,400,pnl,stop,go,1,0,0.5718405,400
16,0,200,pnl,stop,stop,0,1,0.6516839,200
16,0,400,pnl,stop,go,1,0,0.5986913,400
16,0,200,pnl,stop,stop,0,1,0.6530518,200
16,0,300,pnl,stop,stop,0,1,0.6516417,300
16,1,1000,pnl,go,go,1,1,0.5983865,1000
16,0,200,pnl,stop,stop,0,1,0.6517131,200
16,1,1000,pnl,go,go,1,1,0.5718676,1000
16,1,1000,pnl,go,go,1,1,0.5318313,1000
16,1,1000,pnl,go,go,1,1,0.4919047,1000
16,1,1000,pnl,go,go,1,1,0.5451498,1000
16,0,250,pnl,stop,stop,0,1,0.6517196,250
16,0,300,pnl,stop,stop,0,1,0.6500378,300
16,0,350,pnl,stop,stop,0,1,0.6517163,350
16,0,200,pnl,stop,stop,0,1,0.6517027,200
16,0,250,pnl,stop,stop,0,1,0.651622,250
16,1,1000,pnl,go,go,1,1,0.545094,1000
16,0,300,pnl,stop,stop,0,1,0.6518176,300
16,0,350,pnl,stop,stop,0,1,0.6517075,350
16,0,400,pnl,stop,go,1,0,0.558352,400
16,1,1000,pnl,go,go,1,1,0.611771,1000
16,0,400,pnl,stop,go,1,0,0.5717426,400
16,1,1000,pnl,go,go,1,1,0.5850939,1000
16,1,1000,pnl,go,go,1,1,0.5984159,1000
16,1,1000,pnl,go,go,1,1,0.5717626,1000
16,1,1000,pnl,go,go,1,1,0.6118103,1000
16,1,1000,pnl,go,go,1,1,0.5601544,1000
16,1,1000,pnl,go,go,1,1,0.598341,1000
16,1,1000,pnl,go,go,1,1,0.558429,1000
16,0,250,pnl,stop,stop,0,1,0.6514771,250
16,1,1000,pnl,go,go,1,1,0.5851993,1000
16,1,1000,pnl,go,go,1,1,0.558494,1000
16,0,250,pnl,stop,stop,0,1,0.6517086,250
16,1,1000,pnl,go,go,1,1,0.5850914,1000
16,0,400,pnl,stop,go,1,0,0.5318729,400
16,1,1000,pnl,go,go,1,1,0.5601599,1000
16,0,350,pnl,stop,stop,0,1,0.6516907,350
16,0,350,pnl,stop,stop,0,1,0.6519142,350
16,0,300,pnl,stop,stop,0,1,0.6517451,300
16,0,300,pnl,stop,stop,0,1,0.6536413,300
16,0,200,pnl,stop,stop,0,1,0.6516152,200
16,0,400,pnl,stop,go,1,0,0.5717144,400
16,1,1000,pnl,go,go,1,1,0.5850311,1000
16,0,200,pnl,stop,stop,0,1,0.6521489,200
16,1,1000,pnl,go,go,1,1,0.6382561,1000
16,1,1000,pnl,go,go,1,1,0.5185277,1000
16,1,1000,pnl,go,go,1,1,0.5453833,1000
16,1,1000,pnl,go,go,1,1,0.5469899,1000
16,0,300,pnl,stop,stop,0,1,0.6518061,300
16,0,400,pnl,stop,go,1,0,0.5182786,400
16,0,200,pnl,stop,stop,0,1,0.6517001,200
16,0,250,pnl,stop,stop,0,1,0.6518199,250
16,0,300,pnl,stop,stop,0,1,0.6517146,300
16,0,250,pnl,stop,stop,0,1,0.6516495,250
16,1,1000,pnl,go,stop,0,0,0.6517719,1000
16,1,1000,pnl,go,go,1,1,0.5583629,1000
16,0,350,pnl,stop,stop,0,1,0.6517033,350
16,0,400,pnl,stop,go,1,0,0.571857,400
16,1,1000,pnl,go,go,1,1,0.5585493,1000
16,1,1000,pnl,go,go,1,1,0.558542,1000
16,1,1000,pnl,go,go,1,1,0.5584551,1000
16,1,1000,pnl,go,go,1,1,0.5716196,1000
16,0,350,pnl,stop,go,1,0,0.5718578,350
16,1,1000,pnl,go,go,1,1,0.6382823,1000
16,1,1000,pnl,go,go,1,1,0.6250909,1000
16,1,1000,pnl,go,go,1,1,0.518357,1000
16,1,1000,pnl,go,go,1,1,0.5718188,1000
16,0,200,pnl,stop,stop,0,1,0.6519466,200
16,1,1000,pnl,go,go,1,1,0.5868791,1000
16,1,1000,pnl,go,go,1,1,0.5851025,1000
16,1,1000,pnl,go,go,1,1,0.5336952,1000
16,0,400,pnl,stop,go,1,0,0.5450557,400
16,1,1000,pnl,go,go,1,1,0.5718232,1000
16,1,1000,pnl,go,go,1,1,0.5319136,1000
16,1,1000,pnl,go,go,1,1,0.5449439,1000
16,0,350,pnl,stop,stop,0,1,0.6515446,350
16,0,300,pnl,stop,stop,0,1,0.6518559,300
16,0,400,pnl,stop,go,1,0,0.5984782,400
16,1,1000,pnl,go,go,1,1,0.5983036,1000
16,0,200,pnl,stop,stop,0,1,0.6517891,200
16,0,300,pnl,stop,stop,0,1,0.6517064,300
16,1,1000,pnl,go,go,1,1,0.6107721,1000
16,0,200,pnl,stop,stop,0,1,0.651735,200
16,1,1000,pnl,go,go,1,1,0.5984957,1000
16,0,250,pnl,stop,stop,0,1,0.6631412,250
16,1,1000,pnl,go,go,1,1,0.5983663,1000
16,0,350,pnl,stop,stop,0,1,0.6518961,350
16,0,250,pnl,stop,stop,0,1,0.6517427,250
16,1,1000,pnl,go,go,1,1,0.5984587,1000
16,1,1000,pnl,go,go,1,1,0.6534238,1000
16,0,300,pnl,stop,stop,0,1,0.6516542,300
16,0,300,pnl,stop,stop,0,1,0.651746,300
16,0,250,pnl,stop,stop,0,1,0.6517868,250
16,1,1000,pnl,go,go,1,1,0.6251501,1000
16,0,250,pnl,stop,stop,0,1,0.6516083,250
16,1,1000,pnl,go,stop,0,0,0.6517597,1000
16,1,1000,pnl,go,stop,0,0,0.6517239,1000
16,0,200,pnl,stop,stop,0,1,0.6515815,200
16,0,400,pnl,stop,stop,0,1,0.6508191,400
16,1,1000,pnl,go,go,1,1,0.6118605,1000
16,1,1000,pnl,go,go,1,1,0.6240279,1000
16,0,200,pnl,stop,stop,0,1,0.6517098,200
16,1,1000,pnl,go,go,1,1,0.5718873,1000
16,1,1000,pnl,go,go,1,1,0.6117189,1000
16,0,350,pnl,stop,go,1,0,0.597924,350
16,1,1000,pnl,go,go,1,1,0.6251766,1000
16,0,350,pnl,stop,stop,0,1,0.6517273,350
16,1,1000,pnl,go,go,1,1,0.6247846,1000
16,1,1000,pnl,go,go,1,1,0.5984163,1000
16,0,400,pnl,stop,go,1,0,0.6250866,400
16,1,1000,pnl,go,go,1,1,0.5735826,1000
16,0,400,pnl,stop,go,1,0,0.5189833,400
16,1,1000,pnl,go,go,1,1,0.5584397,1000
16,1,1000,pnl,go,go,1,1,0.5318506,1000
16,1,1000,pnl,go,go,1,1,0.53298,1000
16,0,200,pnl,stop,stop,0,1,0.6517966,200
16,1,1000,pnl,go,go,1,1,0.5851516,1000
16,1,1000,pnl,go,stop,0,0,0.6516675,1000
16,0,300,pnl,stop,go,1,0,0.4914061,300
16,1,1000,pnl,go,go,1,1,0.5184643,1000
16,1,1000,pnl,go,go,1,1,0.5450398,1000
16,0,350,pnl,stop,go,1,0,0.5451713,350
16,0,350,pnl,stop,stop,0,1,0.6516719,350
16,1,1000,pnl,go,go,1,1,0.5318621,1000
16,1,1000,pnl,go,go,1,1,0.5718175,1000
16,1,1000,pnl,go,go,1,1,0.5718267,1000
16,0,250,pnl,stop,stop,0,1,0.6633227,250
16,0,200,pnl,stop,stop,0,1,0.6518006,200
16,0,250,pnl,stop,stop,0,1,0.6516162,250
16,0,400,pnl,stop,go,1,0,0.571693,400
16,0,300,pnl,stop,stop,0,1,0.6534298,300
16,1,1000,pnl,go,go,1,1,0.586867,1000
16,0,250,pnl,stop,stop,0,1,0.6517334,250
16,0,300,pnl,stop,stop,0,1,0.6518916,300
16,0,250,pnl,stop,stop,0,1,0.6517837,250
16,1,1000,pnl,go,go,1,1,0.5585077,1000
16,1,1000,pnl,go,go,1,1,0.5851872,1000
16,0,200,pnl,stop,stop,0,1,0.6516841,200
16,1,1000,pnl,go,go,1,1,0.545154,1000
16,1,1000,pnl,go,go,1,1,0.5985314,1000
16,0,400,pnl,stop,go,1,0,0.5717838,400
16,1,1000,pnl,go,go,1,1,0.5985961,1000
16,0,350,pnl,stop,go,1,0,0.5718111,350
16,1,1000,pnl,go,go,1,1,0.5719295,1000
16,1,1000,pnl,go,go,1,1,0.5985005,1000
16,1,1000,pnl,go,go,1,1,0.5850452,1000
16,0,350,pnl,stop,stop,0,1,0.651793,350
16,0,300,pnl,stop,stop,0,1,0.6516327,300
16,1,1000,pnl,go,go,1,1,0.638443,1000
16,1,1000,pnl,go,stop,0,0,0.6517118,1000
16,0,200,pnl,stop,stop,0,1,0.6517422,200
16,0,400,pnl,stop,go,1,0,0.5716829,400
16,1,1000,pnl,go,go,1,1,0.640209,1000
16,1,1000,pnl,go,go,1,1,0.6002824,1000
16,1,1000,pnl,go,go,1,1,0.6517047,1000
16,1,1000,pnl,go,go,1,1,0.6250854,1000
16,1,1000,pnl,go,go,1,1,0.6248101,1000
16,0,250,pnl,stop,stop,0,1,0.6515999,250
16,1,1000,pnl,go,go,1,1,0.6119727,1000
16,0,400,pnl,stop,stop,0,1,0.6500007,400
16,0,400,pnl,stop,stop,0,1,0.6516426,400
16,1,1000,pnl,go,stop,0,0,0.6517098,1000
16,1,1000,pnl,go,stop,0,0,0.6518497,1000
16,1,1000,pnl,go,go,1,1,0.5984832,1000
16,0,200,pnl,stop,stop,0,1,0.6518152,200
16,0,350,pnl,stop,stop,0,1,0.6517735,350
16,0,350,pnl,stop,stop,0,1,0.6513406,350
16,0,300,pnl,stop,stop,0,1,0.6516957,300
16,1,1000,pnl,go,go,1,1,0.5851868,1000
16,0,250,pnl,stop,stop,0,1,0.6518536,250
16,0,200,pnl,stop,stop,0,1,0.6518083,200
16,1,1000,pnl,go,go,1,1,0.5848939,1000
16,0,300,pnl,stop,stop,0,1,0.6517537,300
16,1,1000,pnl,go,go,1,1,0.6250903,1000
16,1,1000,pnl,go,go,1,1,0.5451438,1000
16,1,1000,pnl,go,go,1,1,0.5318377,1000
16,1,1000,pnl,go,go,1,1,0.5052347,1000
16,0,250,pnl,stop,stop,0,1,0.65157,250
16,0,350,pnl,stop,stop,0,1,0.651791,350
16,0,400,pnl,stop,go,1,0,0.558438,400
16,0,200,pnl,stop,stop,0,1,0.652573,200
16,0,300,pnl,stop,stop,0,1,0.6517935,300
16,0,300,pnl,stop,stop,0,1,0.6517233,300
16,1,1000,pnl,go,go,1,1,0.5318696,1000
16,1,1000,pnl,go,go,1,1,0.6125141,1000
16,0,200,pnl,stop,stop,0,1,0.6517845,200
16,1,1000,pnl,go,stop,0,0,0.6533552,1000
16,1,1000,pnl,go,go,1,1,0.5988168,1000
16,0,350,pnl,stop,go,1,0,0.5174932,350
16,1,1000,pnl,go,go,1,1,0.5584542,1000
16,0,400,pnl,stop,go,1,0,0.5851309,400
16,1,1000,pnl,go,go,1,1,0.6517464,1000
16,1,1000,pnl,go,go,1,1,0.5452258,1000
16,0,250,pnl,stop,stop,0,1,0.6516848,250
17,1,1000,bsl,go,go,1,1,0.5046444,1000
17,1,1000,bsl,go,go,1,1,0.5446739,1000
17,1,1000,bsl,go,go,1,1,0.5315874,1000
17,1,1000,bsl,go,go,1,1,0.5316923,1000
17,1,1000,bsl,go,go,1,1,0.4783178,1000
17,1,1000,bsl,go,go,1,1,0.4782689,1000
17,1,1000,bsl,go,go,1,1,0.5050105,1000
17,1,1000,bsl,go,go,1,1,0.5317095,1000
17,1,1000,bsl,go,go,1,1,0.5450026,1000
17,1,1000,bsl,go,go,1,1,0.4250137,1000
17,1,1000,bsl,go,go,1,1,0.5184528,1000
17,1,1000,bsl,go,go,1,1,0.5448177,1000
17,0,300,bsl,stop,stop,0,1,0.6517218,300
17,0,300,bsl,stop,go,1,0,0.491767,300
17,0,400,bsl,stop,go,1,0,0.5734422,400
17,1,1000,bsl,go,go,1,1,0.6249752,1000
17,0,200,bsl,stop,stop,0,1,0.6516425,200
17,0,350,bsl,stop,go,1,0,0.5183937,350
17,1,1000,bsl,go,go,1,1,0.5717054,1000
17,1,1000,bsl,go,go,1,1,0.5450218,1000
17,1,1000,bsl,go,go,1,1,0.5049492,1000
17,0,250,bsl,stop,stop,0,1,0.6517136,250
17,1,1000,bsl,go,go,1,1,0.5450964,1000
17,1,1000,bsl,go,go,1,1,0.58506,1000
17,0,250,bsl,stop,stop,0,1,0.6515033,250
17,1,1000,bsl,go,go,1,1,0.4913352,1000
17,1,1000,bsl,go,go,1,1,0.5316822,1000
17,1,1000,bsl,go,go,1,1,0.4917346,1000
17,0,350,bsl,stop,go,1,0,0.5183135,350
17,0,400,bsl,stop,stop,0,1,0.6516393,400
17,1,1000,bsl,go,go,1,1,0.5848502,1000
17,0,200,bsl,stop,stop,0,1,0.6514569,200
17,1,1000,bsl,go,go,1,1,0.5847704,1000
17,0,200,bsl,stop,stop,0,1,0.6516063,200
17,1,1000,bsl,go,go,1,1,0.6116253,1000
17,0,400,bsl,stop,go,1,0,0.5317229,400
17,1,1000,bsl,go,go,1,1,0.5050001,1000
17,0,250,bsl,stop,stop,0,1,0.6515934,250
17,1,1000,bsl,go,go,1,1,0.5451531,1000
17,0,300,bsl,stop,stop,0,1,0.6515649,300
17,0,250,bsl,stop,stop,0,1,0.6515524,250
17,1,1000,bsl,go,go,1,1,0.5716548,1000
17,1,1000,bsl,go,stop,0,0,0.6516718,1000
17,1,1000,bsl,go,go,1,1,0.4916087,1000
17,1,1000,bsl,go,go,1,1,0.5448589,1000
17,1,1000,bsl,go,go,1,1,0.504927,1000
17,0,350,bsl,stop,go,1,0,0.5185918,350
17,0,300,bsl,stop,go,1,0,0.3984675,300
17,1,1000,bsl,go,go,1,1,0.5584002,1000
17,0,200,bsl,stop,stop,0,1,0.6630418,200
17,0,350,bsl,stop,go,1,0,0.5317142,350
17,0,400,bsl,stop,go,1,0,0.5183849,400
17,1,1000,bsl,go,go,1,1,0.5716723,1000
17,1,1000,bsl,go,go,1,1,0.4651148,1000
17,1,1000,bsl,go,go,1,1,0.5182628,1000
17,1,1000,bsl,go,go,1,1,0.4918485,1000
17,1,1000,bsl,go,go,1,1,0.5582831,1000
17,0,200,bsl,stop,stop,0,1,0.6516456,200
17,0,400,bsl,stop,go,1,0,0.4917157,400
17,1,1000,bsl,go,go,1,1,0.5451188,1000
17,0,300,bsl,stop,stop,0,1,0.6515871,300
17,0,300,bsl,stop,stop,0,1,0.6517306,300
17,0,200,bsl,stop,stop,0,1,0.6517782,200
17,1,1000,bsl,go,go,1,1,0.5329722,1000
17,0,350,bsl,stop,go,1,0,0.5192106,350
17,1,1000,bsl,go,go,1,1,0.6133351,1000
17,1,1000,bsl,go,go,1,1,0.5068694,1000
17,0,400,bsl,stop,go,1,0,0.5448222,400
17,0,250,bsl,stop,stop,0,1,0.6516781,250
17,0,350,bsl,stop,go,1,0,0.5318015,350
17,0,250,bsl,stop,stop,0,1,0.6515956,250
17,1,1000,bsl,go,go,1,1,0.5850312,1000
17,1,1000,bsl,go,go,1,1,0.5850583,1000
17,1,1000,bsl,go,go,1,1,0.5849801,1000
17,1,1000,bsl,go,go,1,1,0.4916009,1000
17,1,1000,bsl,go,go,1,1,0.5450456,1000
17,0,300,bsl,stop,stop,0,1,0.6516222,300
17,0,250,bsl,stop,stop,0,1,0.6516158,250
17,1,1000,bsl,go,go,1,1,0.5850724,1000
17,1,1000,bsl,go,go,1,1,0.5583999,1000
17,0,250,bsl,stop,stop,0,1,0.65147,250
17,1,1000,bsl,go,go,1,1,0.5851013,1000
17,1,1000,bsl,go,go,1,1,0.5314043,1000
17,0,200,bsl,stop,stop,0,1,0.6516429,200
17,0,350,bsl,stop,go,1,0,0.5051394,350
17,0,400,bsl,stop,go,1,0,0.5716708,400
17,0,200,bsl,stop,stop,0,1,0.6516318,200
17,1,1000,bsl,go,go,1,1,0.6116224,1000
17,0,350,bsl,stop,stop,0,1,0.6517011,350
17,1,1000,bsl,go,go,1,1,0.584996,1000
17,1,1000,bsl,go,go,1,1,0.5852662,1000
17,0,400,bsl,stop,go,1,0,0.5983656,400
17,0,300,bsl,stop,stop,0,1,0.6516605,300
17,1,1000,bsl,go,go,1,1,0.6116479,1000
17,1,1000,bsl,go,go,1,1,0.571541,1000
17,1,1000,bsl,go,go,1,1,0.5201936,1000
17,1,1000,bsl,go,go,1,1,0.5449281,1000
17,0,300,bsl,stop,stop,0,1,0.6516985,300
17,1,1000,bsl,go,go,1,1,0.5584193,1000
17,0,250,bsl,stop,stop,0,1,0.6516819,250
17,1,1000,bsl,go,go,1,1,0.5582466,1000
17,0,350,bsl,stop,stop,0,1,0.651604,350
17,1,1000,bsl,go,go,1,1,0.598261,1000
17,0,350,bsl,stop,go,1,0,0.5318291,350
17,0,200,bsl,stop,stop,0,1,0.6516085,200
17,0,250,bsl,stop,stop,0,1,0.6516799,250
17,0,400,bsl,stop,go,1,0,0.6250483,400
17,1,1000,bsl,go,go,1,1,0.6116666,1000
17,1,1000,bsl,go,go,1,1,0.5850981,1000
17,1,1000,bsl,go,go,1,1,0.5841572,1000
17,1,1000,bsl,go,go,1,1,0.5450724,1000
17,0,200,bsl,stop,stop,0,1,0.651596,200
17,0,300,bsl,stop,stop,0,1,0.6516664,300
17,1,1000,bsl,go,go,1,1,0.5717583,1000
17,0,400,bsl,stop,go,1,0,0.5450486,400
17,1,1000,bsl,go,go,1,1,0.5851191,1000
17,1,1000,bsl,go,go,1,1,0.5862671,1000
17,0,350,bsl,stop,go,1,0,0.5450503,350
17,1,1000,bsl,go,go,1,1,0.5984502,1000
17,0,250,bsl,stop,stop,0,1,0.651715,250
17,1,1000,bsl,go,go,1,1,0.6116752,1000
17,1,1000,bsl,go,go,1,1,0.6250972,1000
17,0,350,bsl,stop,stop,0,1,0.651683,350
17,1,1000,bsl,go,go,1,1,0.6248241,1000
17,0,400,bsl,stop,stop,0,1,0.6518255,400
17,1,1000,bsl,go,go,1,1,0.6250248,1000
17,0,250,bsl,stop,stop,0,1,0.651671,250
17,0,200,bsl,stop,stop,0,1,0.6515952,200
17,1,1000,bsl,go,go,1,1,0.5717871,1000
17,1,1000,bsl,go,go,1,1,0.6118306,1000
17,0,400,bsl,stop,go,1,0,0.6250118,400
17,0,200,bsl,stop,stop,0,1,0.6516671,200
17,1,1000,bsl,go,go,1,1,0.5850478,1000
17,1,1000,bsl,go,go,1,1,0.6248128,1000
17,1,1000,bsl,go,go,1,1,0.585063,1000
17,0,300,bsl,stop,stop,0,1,0.6515811,300
17,0,300,bsl,stop,stop,0,1,0.6517891,300
17,1,1000,bsl,go,go,1,1,0.5867764,1000
17,0,300,bsl,stop,stop,0,1,0.652871,300
17,1,1000,bsl,go,go,1,1,0.610742,1000
17,1,1000,bsl,go,go,1,1,0.5994366,1000
17,0,200,bsl,stop,stop,0,1,0.6517012,200
17,1,1000,bsl,go,go,1,1,0.5718381,1000
17,1,1000,bsl,go,go,1,1,0.5984994,1000
17,0,200,bsl,stop,stop,0,1,0.6533935,200
17,1,1000,bsl,go,go,1,1,0.6116532,1000
17,0,350,bsl,stop,stop,0,1,0.6516719,350
17,1,1000,bsl,go,go,1,1,0.5585621,1000
17,1,1000,bsl,go,go,1,1,0.584965,1000
17,0,250,bsl,stop,stop,0,1,0.6515023,250
17,1,1000,bsl,go,go,1,1,0.5849287,1000
17,1,1000,bsl,go,go,1,1,0.5983776,1000
17,0,400,bsl,stop,go,1,0,0.5451056,400
17,0,300,bsl,stop,stop,0,1,0.6515575,300
17,0,250,bsl,stop,stop,0,1,0.6516248,250
17,1,1000,bsl,go,go,1,1,0.5983983,1000
17,0,350,bsl,stop,stop,0,1,0.6517424,350
17,0,400,bsl,stop,go,1,0,0.5717937,400
17,1,1000,bsl,go,go,1,1,0.5717887,1000
17,0,400,bsl,stop,go,1,0,0.5717563,400
17,1,1000,bsl,go,go,1,1,0.5983976,1000
17,0,200,bsl,stop,stop,0,1,0.6517406,200
17,1,1000,bsl,go,go,1,1,0.5587227,1000
17,0,200,bsl,stop,stop,0,1,0.6514729,200
17,1,1000,bsl,go,go,1,1,0.5717643,1000
17,1,1000,bsl,go,go,1,1,0.5850026,1000
17,0,250,bsl,stop,stop,0,1,0.6517615,250
17,0,350,bsl,stop,stop,0,1,0.651636,350
17,0,300,bsl,stop,stop,0,1,0.6517175,300
17,0,300,bsl,stop,stop,0,1,0.6516268,300
17,0,400,bsl,stop,stop,0,1,0.6516748,400
17,1,1000,bsl,go,go,1,1,0.6249204,1000
17,1,1000,bsl,go,go,1,1,0.6382669,1000
17,1,1000,bsl,go,go,1,1,0.585009,1000
17,1,1000,bsl,go,go,1,1,0.5450716,1000
17,0,250,bsl,stop,stop,0,1,0.6518019,250
17,0,350,bsl,stop,stop,0,1,0.6517873,350
17,1,1000,bsl,go,go,1,1,0.5851837,1000
17,1,1000,bsl,go,go,1,1,0.6383937,1000
17,1,1000,bsl,go,go,1,1,0.598324,1000
17,0,200,bsl,stop,stop,0,1,0.6516528,200
17,1,1000,bsl,go,go,1,1,0.5717196,1000
17,0,400,bsl,stop,stop,0,1,0.6514415,400
17,0,300,bsl,stop,stop,0,1,0.6516977,300
17,1,1000,bsl,go,go,1,1,0.5717965,1000
17,1,1000,bsl,go,go,1,1,0.6115752,1000
17,0,400,bsl,stop,go,1,0,0.5717945,400
17,1,1000,bsl,go,go,1,1,0.5981803,1000
17,0,200,bsl,stop,stop,0,1,0.6516717,200
17,0,350,bsl,stop,go,1,0,0.5450435,350
17,1,1000,bsl,go,go,1,1,0.5450823,1000
17,1,1000,bsl,go,go,1,1,0.598071,1000
17,0,250,bsl,stop,stop,0,1,0.651646,250
17,1,1000,bsl,go,go,1,1,0.6116681,1000
17,1,1000,bsl,go,go,1,1,0.5716969,1000
17,0,350,bsl,stop,stop,0,1,0.6516025,350
17,0,300,bsl,stop,stop,0,1,0.6517863,300
17,1,1000,bsl,go,go,1,1,0.5599319,1000
17,1,1000,bsl,go,go,1,1,0.5982036,1000
17,0,250,bsl,stop,stop,0,1,0.6517783,250
17,1,1000,bsl,go,go,1,1,0.6001149,1000
17,1,1000,bsl,go,go,1,1,0.5983669,1000
17,1,1000,bsl,go,go,1,1,0.6118182,1000
17,0,250,bsl,stop,stop,0,1,0.6515501,250
17,1,1000,bsl,go,go,1,1,0.5851114,1000
17,1,1000,bsl,go,go,1,1,0.5714752,1000
17,0,400,bsl,stop,go,1,0,0.6383416,400
17,0,300,bsl,stop,stop,0,1,0.6517222,300
17,1,1000,bsl,go,go,1,1,0.6375821,1000
17,0,300,bsl,stop,stop,0,1,0.6517785,300
17,0,350,bsl,stop,stop,0,1,0.6517533,350
17,0,400,bsl,stop,go,1,0,0.6115654,400
17,1,1000,bsl,go,go,1,1,0.6116314,1000
17,0,200,bsl,stop,stop,0,1,0.6517541,200
17,1,1000,bsl,go,go,1,1,0.6127822,1000
17,0,250,bsl,stop,stop,0,1,0.6536171,250
17,0,200,bsl,stop,stop,0,1,0.6534573,200
17,0,350,bsl,stop,go,1,0,0.5983661,350
17,1,1000,bsl,go,go,1,1,0.586885,1000
17,1,1000,bsl,go,go,1,1,0.5983788,1000
17,1,1000,bsl,go,go,1,1,0.638227,1000
17,1,1000,pnl,go,go,1,1,0.5717417,1000
17,1,1000,pnl,go,go,1,1,0.5584752,1000
17,1,1000,pnl,go,go,1,1,0.5717986,1000
17,1,1000,pnl,go,go,1,1,0.6115749,1000
17,1,1000,pnl,go,go,1,1,0.5982664,1000
17,1,1000,pnl,go,go,1,1,0.5849977,1000
17,1,1000,pnl,go,go,1,1,0.5717265,1000
17,1,1000,pnl,go,go,1,1,0.5450536,1000
17,1,1000,pnl,go,go,1,1,0.5851581,1000
17,1,1000,pnl,go,go,1,1,0.5987829,1000
17,1,1000,pnl,go,go,1,1,0.6251553,1000
17,1,1000,pnl,go,go,1,1,0.6133781,1000
17,1,1000,pnl,go,go,1,1,0.5851515,1000
17,0,300,pnl,stop,stop,0,1,0.6517604,300
17,1,1000,pnl,go,stop,0,0,0.651699,1000
17,0,200,pnl,stop,stop,0,1,0.6517306,200
17,0,350,pnl,stop,stop,0,1,0.6517649,350
17,1,1000,pnl,go,go,1,1,0.6382824,1000
17,0,200,pnl,stop,stop,0,1,0.6516639,200
17,0,250,pnl,stop,stop,0,1,0.6515599,250
17,1,1000,pnl,go,go,1,1,0.5850379,1000
17,1,1000,pnl,go,go,1,1,0.6248748,1000
17,0,250,pnl,stop,stop,0,1,0.6517645,250
17,0,400,pnl,stop,go,1,0,0.598495,400
17,0,350,pnl,stop,stop,0,1,0.6517708,350
17,1,1000,pnl,go,go,1,1,0.5983978,1000
17,1,1000,pnl,go,go,1,1,0.6115213,1000
17,1,1000,pnl,go,go,1,1,0.6251031,1000
17,1,1000,pnl,go,go,1,1,0.5982949,1000
17,0,400,pnl,stop,go,1,0,0.6250233,400
17,1,1000,pnl,go,go,1,1,0.6117815,1000
17,0,300,pnl,stop,stop,0,1,0.6517616,300
17,1,1000,pnl,go,go,1,1,0.5982595,1000
17,0,300,pnl,stop,stop,0,1,0.6535504,300
17,1,1000,pnl,go,go,1,1,0.6517313,1000
17,0,300,pnl,stop,stop,0,1,0.6515778,300
17,0,200,pnl,stop,stop,0,1,0.6515548,200
