idx,Cond,pGo,pGo_split,ttype,response,acc,choice,rt
17,bsl,0.4,2,go,1,1,go,0.5451264
17,bsl,0.0,2,go,1,1,go,0.45194259999999997
17,bsl,0.6,1,go,0,0,stop,0.5450541
17,bsl,0.0,2,go,0,0,stop,0.5453416
17,bsl,0.6,1,go,0,0,stop,0.545308
17,bsl,0.2,2,go,0,0,stop,0.545277
17,bsl,1.0,1,go,1,1,go,0.5450866999999999
17,bsl,1.0,1,go,1,1,go,0.5452256999999999
17,bsl,0.4,2,go,0,0,stop,0.5450105
17,bsl,0.2,2,go,0,0,stop,0.5451674
17,bsl,0.4,2,go,0,0,stop,0.545139
17,bsl,0.0,2,go,0,0,stop,0.5452348000000001
17,bsl,0.0,2,go,0,0,stop,0.5452149000000001
17,bsl,0.2,2,go,0,0,stop,0.5452868000000001
17,bsl,0.8,1,go,0,0,stop,0.5451489
17,bsl,1.0,1,go,1,1,go,0.4919135
17,bsl,0.8,1,go,1,1,go,0.505203
17,bsl,0.8,1,go,1,1,go,0.545149
17,bsl,0.4,2,go,1,1,go,0.5451674
17,bsl,0.6,1,go,1,1,go,0.54515
17,bsl,0.8,1,go,1,1,go,0.5452570999999999
17,bsl,1.0,1,go,1,1,go,0.5450251
17,bsl,0.6,1,go,1,1,go,0.5451746000000001
17,bsl,1.0,1,go,1,1,go,0.4936536
17,bsl,0.0,2,go,0,0,stop,0.5453972
17,bsl,0.8,1,go,1,1,go,0.5450683000000001
17,bsl,0.4,2,go,0,0,stop,0.5582256999999999
17,bsl,0.2,2,go,0,0,stop,0.5452185
17,bsl,1.0,1,go,1,1,go,0.5451264
17,bsl,0.2,2,go,0,0,stop,0.5451763000000001
17,bsl,0.4,2,go,1,1,go,0.5452017
17,bsl,0.6,1,go,1,1,go,0.5451883000000001
17,bsl,0.0,2,go,1,1,go,0.5452359
17,bsl,0.4,2,go,1,1,go,0.5450885999999999
17,bsl,0.2,2,go,1,1,go,0.5455806
17,bsl,0.0,2,go,1,1,go,0.5451375
17,bsl,0.6,1,go,1,1,go,0.5452709
17,bsl,0.6,1,go,1,1,go,0.5451566
17,bsl,1.0,1,go,1,1,go,0.55842
17,bsl,0.2,2,go,0,0,stop,0.5452056
17,bsl,1.0,1,go,1,1,go,0.5452464
17,bsl,0.8,1,go,0,0,stop,0.5578126
17,bsl,0.4,2,go,0,0,stop,0.5452435999999999
17,bsl,0.8,1,go,1,1,go,0.5451571999999999
17,bsl,0.6,1,go,0,0,stop,0.5453031
17,bsl,0.8,1,go,1,1,go,0.5454831
17,bsl,1.0,1,go,1,1,go,0.5451921
17,bsl,0.0,2,go,0,0,stop,0.5451289
17,bsl,1.0,1,go,1,1,go,0.5452142
17,bsl,0.4,2,go,1,1,go,0.5451744000000001
17,bsl,0.8,1,go,1,1,go,0.5453946
17,bsl,1.0,1,go,1,1,go,0.5452523
17,bsl,0.0,2,go,0,0,stop,0.5451249
17,bsl,0.2,2,go,0,0,stop,0.5452483
17,bsl,0.0,2,go,0,0,stop,0.5451986
17,bsl,0.2,2,go,1,1,go,0.5450178000000001
17,bsl,0.8,1,go,0,0,stop,0.5451879
17,bsl,0.4,2,go,1,1,go,0.5451811
17,bsl,0.4,2,go,0,0,stop,0.5451216
17,bsl,0.4,2,go,0,0,stop,0.5583123000000001
17,bsl,1.0,1,go,1,1,go,0.5469162
17,bsl,0.6,1,go,1,1,go,0.5450656999999999
17,bsl,0.6,1,go,1,1,go,0.5452121
17,bsl,0.2,2,go,0,0,stop,0.5451996
17,bsl,0.8,1,go,1,1,go,0.5453265
17,bsl,0.6,1,go,1,1,go,0.5575295
17,bsl,1.0,1,go,1,1,go,0.5452435999999999
17,bsl,0.6,1,go,1,1,go,0.5451224
17,bsl,0.0,2,go,0,0,stop,0.5462329
17,bsl,0.2,2,go,1,1,go,0.5452145
17,bsl,1.0,1,go,1,1,go,0.5461295
17,bsl,0.0,2,go,0,0,stop,0.5576373
17,bsl,0.8,1,go,1,1,go,0.5452121999999999
17,bsl,1.0,1,go,1,1,go,0.5468874
17,bsl,0.6,1,go,0,0,stop,0.5451791
17,bsl,1.0,1,go,1,1,go,0.5451748000000001
17,bsl,0.4,2,go,1,1,go,0.545201
17,bsl,0.6,1,go,1,1,go,0.5451714
17,bsl,0.0,2,go,0,0,stop,0.5452161999999999
17,bsl,0.2,2,go,0,0,stop,0.5451361
17,bsl,0.0,2,go,0,0,stop,0.545107
17,bsl,0.4,2,go,1,1,go,0.5451746000000001
17,bsl,0.4,2,go,1,1,go,0.5452241
17,bsl,0.4,2,go,1,1,go,0.558235
17,bsl,0.8,1,go,1,1,go,0.5452075
17,bsl,0.8,1,go,1,1,go,0.5451284000000001
17,bsl,0.2,2,go,1,1,go,0.5452413
17,bsl,0.2,2,go,0,0,stop,0.5583073000000001
17,bsl,1.0,1,go,1,1,go,0.5450856
17,bsl,0.0,2,go,0,0,stop,0.5452081999999999
17,bsl,0.0,2,go,0,0,stop,0.557559
17,bsl,1.0,1,go,1,1,go,0.5579447
17,bsl,1.0,1,go,1,1,go,0.5451843000000001
17,bsl,0.6,1,go,0,0,stop,0.5451863
17,bsl,0.2,2,go,0,0,stop,0.5450656
17,bsl,0.6,1,go,1,1,go,0.5452191
17,bsl,0.8,1,go,1,1,go,0.5451842
17,bsl,0.8,1,go,1,1,go,0.5450841
17,pnl,1.0,1,go,1,1,go,0.5069524999999999
17,pnl,1.0,1,go,1,1,go,0.4383792
17,pnl,1.0,1,go,1,1,go,0.43848590000000004
17,pnl,1.0,1,go,1,1,go,0.47879750000000004
17,pnl,1.0,1,go,1,1,go,0.46537280000000003
17,pnl,1.0,1,go,1,1,go,0.5051464
17,pnl,1.0,1,go,1,1,go,0.5184941
17,pnl,1.0,1,go,1,1,go,0.5468092
17,pnl,1.0,1,go,1,1,go,0.5184597
17,pnl,0.2,2,go,0,0,stop,0.5450694
17,pnl,0.8,1,go,1,1,go,0.5307923000000001
17,pnl,0.6,1,go,0,0,stop,0.5583904000000001
17,pnl,0.4,2,go,1,1,go,0.5318969
17,pnl,0.8,1,go,1,1,go,0.47848370000000007
17,pnl,0.0,2,go,1,1,go,0.546842
17,pnl,0.8,1,go,1,1,go,0.5318116999999999
17,pnl,0.2,2,go,0,0,stop,0.5451408
17,pnl,0.4,2,go,0,0,stop,0.5452139
17,pnl,0.0,2,go,0,0,stop,0.5452001999999999
17,pnl,0.2,2,go,0,0,stop,0.5450815
17,pnl,1.0,1,go,1,1,go,0.5050773000000001
17,pnl,0.6,1,go,1,1,go,0.5450795999999999
17,pnl,0.4,2,go,0,0,stop,0.5451621999999999
17,pnl,0.4,2,go,0,0,stop,0.5451031
17,pnl,0.6,1,go,1,1,go,0.5184974
17,pnl,1.0,1,go,1,1,go,0.5451335
17,pnl,0.6,1,go,1,1,go,0.5450775
17,pnl,0.2,2,go,0,0,stop,0.5451964
17,pnl,0.0,2,go,0,0,stop,0.5582397
17,pnl,0.0,2,go,0,0,stop,0.5451821
17,pnl,1.0,1,go,1,1,go,0.46539179999999997
17,pnl,0.8,1,go,1,1,go,0.5451838999999999
17,pnl,1.0,1,go,1,1,go,0.5452276
17,pnl,0.6,1,go,0,0,stop,0.5450984
17,pnl,0.2,2,go,0,0,stop,0.5451713
17,pnl,1.0,1,go,1,1,go,0.4384854
17,pnl,0.8,1,go,1,1,go,0.5050909
17,pnl,0.8,1,go,1,1,go,0.5452084
17,pnl,1.0,1,go,1,1,go,0.5405013000000001
17,pnl,0.2,2,go,0,0,stop,0.5450756
17,pnl,0.4,2,go,0,0,stop,0.5453238
17,pnl,0.4,2,go,0,0,stop,0.5583098000000001
17,pnl,0.4,2,go,0,0,stop,0.545248
17,pnl,0.6,1,go,0,0,stop,0.5451316999999999
17,pnl,0.6,1,go,0,0,stop,0.5450883000000001
17,pnl,0.4,2,go,1,1,go,0.5450663
17,pnl,0.0,2,go,1,1,go,0.5451994000000001
17,pnl,0.8,1,go,1,1,go,0.5462368000000001
17,pnl,0.8,1,go,1,1,go,0.545135
17,pnl,1.0,1,go,1,1,go,0.5450838000000001
17,pnl,0.2,2,go,0,0,stop,0.5451478
17,pnl,1.0,1,go,1,1,go,0.5580601
17,pnl,0.2,2,go,0,0,stop,0.5451608
17,pnl,0.0,2,go,0,0,stop,0.5452514
17,pnl,0.6,1,go,1,1,go,0.5451481
17,pnl,0.0,2,go,0,0,stop,0.5451026999999999
17,pnl,0.0,2,go,0,0,stop,0.5450618
17,pnl,1.0,1,go,1,1,go,0.5452057
17,pnl,0.6,1,go,1,1,go,0.5451031999999999
17,pnl,0.0,2,go,0,0,stop,0.5450615
17,pnl,0.2,2,go,0,0,stop,0.545218
17,pnl,0.0,2,go,0,0,stop,0.5451351999999999
17,pnl,0.2,2,go,0,0,stop,0.545171
17,pnl,0.4,2,go,1,1,go,0.5451568
17,pnl,0.4,2,go,1,1,go,0.5451689000000001
17,pnl,0.0,2,go,0,0,stop,0.5467569999999999
17,pnl,0.2,2,go,0,0,stop,0.546262
17,pnl,0.8,1,go,1,1,go,0.545193
17,pnl,0.4,2,go,1,1,go,0.5466536999999999
17,pnl,1.0,1,go,1,1,go,0.5451126999999999
17,pnl,0.4,2,go,1,1,go,0.5451294
17,pnl,1.0,1,go,1,1,go,0.5468953000000001
17,pnl,0.8,1,go,1,1,go,0.5452149000000001
17,pnl,1.0,1,go,1,1,go,0.5450554
17,pnl,0.0,2,go,0,0,stop,0.5451
17,pnl,0.8,1,go,1,1,go,0.5451148
17,pnl,0.2,2,go,0,0,stop,0.5452806
17,pnl,0.6,1,go,1,1,go,0.5575189
17,pnl,0.6,1,go,1,1,go,0.5451595
17,pnl,0.8,1,go,1,1,go,0.5451381
17,pnl,0.6,1,go,1,1,go,0.5451095
17,pnl,1.0,1,go,1,1,go,0.5470409
17,pnl,1.0,1,go,1,1,go,0.5451633
17,pnl,1.0,1,go,1,1,go,0.5450659999999999
17,pnl,0.0,2,go,0,0,stop,0.5451571
17,pnl,0.6,1,go,1,1,go,0.5451282
17,pnl,0.2,2,go,0,0,stop,0.5451406
17,pnl,0.0,2,go,0,0,stop,0.5450083
17,pnl,0.4,2,go,1,1,go,0.5451826
17,pnl,0.2,2,go,0,0,stop,0.5451555
17,pnl,0.0,2,go,0,0,stop,0.5451111
17,pnl,0.4,2,go,0,0,stop,0.5451819
17,pnl,1.0,1,go,1,1,go,0.5451222
17,pnl,0.6,1,go,0,0,stop,0.5452059
17,pnl,0.8,1,go,1,1,go,0.5451583999999999
17,pnl,0.6,1,go,0,0,stop,0.5452026
17,pnl,0.4,2,go,1,1,go,0.5451301
17,pnl,0.4,2,go,0,0,stop,0.558478
17,pnl,0.8,1,go,1,1,go,0.545244
17,pnl,1.0,1,go,1,1,go,0.5450613000000001
17,pnl,0.8,1,go,1,1,go,0.5452753
17,pnl,0.0,2,go,0,0,stop,0.5451979
17,pnl,0.8,1,go,1,1,go,0.5451227
17,pnl,0.2,2,go,0,0,stop,0.5450733
17,pnl,1.0,1,go,1,1,go,0.545354
17,pnl,0.2,2,go,0,0,stop,0.5451531
17,pnl,0.6,1,go,1,1,go,0.5451599
17,pnl,1.0,1,go,1,1,go,0.5451418
17,pnl,0.8,1,go,1,1,go,0.545086
17,pnl,0.4,2,go,1,1,go,0.5451060999999999
17,pnl,0.2,2,go,0,0,stop,0.5452028
17,pnl,0.0,2,go,0,0,stop,0.5451154
17,pnl,0.2,2,go,0,0,stop,0.5451031
17,pnl,0.6,1,go,0,0,stop,0.5450931
17,pnl,0.4,2,go,1,1,go,0.4652103
17,pnl,1.0,1,go,1,1,go,0.5451296
17,pnl,0.6,1,go,1,1,go,0.5450639
17,pnl,0.8,1,go,1,1,go,0.5451836999999999
17,pnl,0.6,1,go,1,1,go,0.5452075
17,pnl,0.2,2,go,1,1,go,0.5450786
17,pnl,0.4,2,go,0,0,stop,0.5451459
17,pnl,0.4,2,go,1,1,go,0.5469068
17,pnl,0.6,1,go,1,1,go,0.545141
17,pnl,0.8,1,go,1,1,go,0.5582174
17,pnl,0.0,2,go,0,0,stop,0.5450478
17,pnl,0.0,2,go,0,0,stop,0.5451984000000001
17,pnl,0.0,2,go,0,0,stop,0.5450832
17,pnl,0.8,1,go,1,1,go,0.5451528
17,pnl,1.0,1,go,1,1,go,0.5451894
17,pnl,0.2,2,go,0,0,stop,0.5451566
17,pnl,1.0,1,go,1,1,go,0.5451263000000001
17,pnl,1.0,1,go,1,1,go,0.5451441
17,pnl,1.0,1,go,1,1,go,0.5463956999999999
17,pnl,0.6,1,go,0,0,stop,0.5450924
17,pnl,0.6,1,go,0,0,stop,0.5455420999999999
17,pnl,0.4,2,go,0,0,stop,0.5451537
17,pnl,0.2,2,go,0,0,stop,0.5451359
17,pnl,0.4,2,go,0,0,stop,0.5451684
17,pnl,1.0,1,go,1,1,go,0.5451218000000001
17,pnl,0.4,2,go,0,0,stop,0.5451109000000001
17,pnl,1.0,1,go,1,1,go,0.5581302
17,pnl,0.2,2,go,0,0,stop,0.5451037
17,pnl,1.0,1,go,1,1,go,0.5451658
17,pnl,0.8,1,go,1,1,go,0.5450596
17,pnl,0.8,1,go,1,1,go,0.5451585999999999
17,pnl,0.2,2,go,0,0,stop,0.5461482
17,pnl,0.0,2,go,0,0,stop,0.5451894
17,pnl,0.4,2,go,0,0,stop,0.5451451999999999
17,pnl,0.8,1,go,1,1,go,0.546825
17,pnl,0.0,2,go,0,0,stop,0.5450866
17,pnl,0.0,2,go,0,0,stop,0.546172
17,pnl,0.6,1,go,0,0,stop,0.5451724
17,pnl,0.0,2,go,0,0,stop,0.5450573000000001
17,pnl,0.2,2,go,0,0,stop,0.5582959
17,pnl,1.0,1,go,0,0,stop,0.5450991
17,pnl,0.6,1,go,0,0,stop,0.5451244000000001
17,pnl,0.8,1,go,1,1,go,0.5452637
17,pnl,1.0,1,go,1,1,go,0.5452081
17,pnl,1.0,1,go,1,1,go,0.5582808000000001
17,pnl,1.0,1,go,1,1,go,0.5580970999999999
17,pnl,0.6,1,go,1,1,go,0.5584387
17,pnl,0.8,1,go,1,1,go,0.5451961999999999
17,pnl,0.4,2,go,0,0,stop,0.5453168
17,pnl,0.2,2,go,1,1,go,0.5451935
17,pnl,0.8,1,go,1,1,go,0.5451428
17,pnl,0.4,2,go,1,1,go,0.54514
17,pnl,0.4,2,go,0,0,stop,0.5451786
17,pnl,0.4,2,go,0,0,stop,0.5451275
17,pnl,1.0,1,go,1,1,go,0.5450062
17,pnl,0.2,2,go,1,1,go,0.5451189999999999
17,pnl,0.2,2,go,1,1,go,0.5450071
17,pnl,0.0,2,go,0,0,stop,0.5451451999999999
17,pnl,0.6,1,go,0,0,stop,0.5452640999999999
17,pnl,0.0,2,go,0,0,stop,0.5451155
17,pnl,0.0,2,go,0,0,stop,0.5451503000000001
17,pnl,0.6,1,go,0,0,stop,0.5451279
17,pnl,0.0,2,go,0,0,stop,0.5575015
17,pnl,0.6,1,go,1,1,go,0.545046
17,pnl,0.8,1,go,1,1,go,0.5451324000000001
17,pnl,0.2,2,go,0,0,stop,0.5453031999999999
17,pnl,1.0,1,go,1,1,go,0.5452979
17,pnl,0.8,1,go,1,1,go,0.545195
17,pnl,1.0,1,go,1,1,go,0.546932
17,pnl,1.0,1,go,1,1,go,0.5451493000000001
17,pnl,0.4,2,go,0,0,stop,0.5451494
17,pnl,0.6,1,go,0,0,stop,0.5582148
17,pnl,0.4,2,go,0,0,stop,0.5451512
17,pnl,0.2,2,go,0,0,stop,0.5451145000000001
17,pnl,0.4,2,go,0,0,stop,0.5579628000000001
17,pnl,0.6,1,go,0,0,stop,0.5574889000000001
17,pnl,0.8,1,go,1,1,go,0.5455141
17,pnl,0.4,2,go,0,0,stop,0.5451935
17,pnl,0.6,1,go,1,1,go,0.5452077
17,pnl,0.8,1,go,1,1,go,0.545147
17,pnl,1.0,1,go,1,1,go,0.5451163
17,pnl,0.0,2,go,0,0,stop,0.545072
17,pnl,0.0,2,go,0,0,stop,0.5450685000000001
17,pnl,0.0,2,go,0,0,stop,0.5451057
17,pnl,1.0,1,go,1,1,go,0.5452018
17,pnl,0.2,2,go,0,0,stop,0.5452235
17,pnl,0.8,1,go,1,1,go,0.545197
17,pnl,0.2,2,go,0,0,stop,0.5451882
17,pnl,0.0,2,go,0,0,stop,0.5450297
17,pnl,0.8,1,go,1,1,go,0.5450885999999999
17,pnl,0.2,2,go,0,0,stop,0.5453429
17,pnl,1.0,1,go,1,1,go,0.5584246999999999
17,pnl,0.6,1,go,1,1,go,0.5451964
17,pnl,1.0,1,go,1,1,go,0.5451243
17,pnl,1.0,1,go,1,1,go,0.5451959
17,pnl,0.8,1,go,1,1,go,0.5450418
17,pnl,0.2,2,go,0,0,stop,0.5451785
17,pnl,0.4,2,go,1,1,go,0.5184934
17,pnl,1.0,1,go,1,1,go,0.5583749
17,pnl,0.2,2,go,0,0,stop,0.557424
17,pnl,0.6,1,go,1,1,go,0.5451979
17,pnl,0.8,1,go,1,1,go,0.5584912
17,pnl,0.4,2,go,1,1,go,0.5471232
17,pnl,0.0,2,go,1,1,go,0.5451214
17,pnl,0.6,1,go,1,1,go,0.5451341
17,pnl,0.8,1,go,1,1,go,0.5450404999999999
17,pnl,0.8,1,go,1,1,go,0.5451974
17,pnl,0.0,2,go,0,0,stop,0.5451814
17,pnl,0.0,2,go,0,0,stop,0.5451050999999999
17,pnl,0.0,2,go,1,1,go,0.5451315
17,pnl,1.0,1,go,1,1,go,0.5450916
17,pnl,0.6,1,go,1,1,go,0.5450569000000001
17,pnl,0.4,2,go,1,1,go,0.5452665
17,pnl,0.2,2,go,1,1,go,0.5580062
17,pnl,0.6,1,go,1,1,go,0.5460706999999999
17,pnl,0.2,2,go,0,0,stop,0.5451251
17,pnl,0.4,2,go,1,1,go,0.5468348000000001
17,pnl,1.0,1,go,1,1,go,0.5451201
17,pnl,1.0,1,go,1,1,go,0.5468875
17,pnl,1.0,1,go,1,1,go,0.5450696999999999
17,pnl,0.6,1,go,1,1,go,0.5582454000000001
17,pnl,0.8,1,go,1,1,go,0.5450085
17,pnl,1.0,1,go,1,1,go,0.5451859
17,pnl,0.2,2,go,1,1,go,0.5452849
17,pnl,0.0,2,go,1,1,go,0.5450486
17,pnl,1.0,1,go,1,1,go,0.5578639
17,pnl,0.6,1,go,1,1,go,0.5451986
17,pnl,0.6,1,go,1,1,go,0.5451512
17,pnl,0.2,2,go,0,0,stop,0.5451085
17,pnl,0.4,2,go,0,0,stop,0.5451598000000001
17,pnl,0.0,2,go,0,0,stop,0.5451887
17,pnl,0.8,1,go,1,1,go,0.5584965000000001
17,pnl,0.0,2,go,0,0,stop,0.5451329
17,pnl,0.2,2,go,0,0,stop,0.5575233
17,pnl,0.4,2,go,1,1,go,0.5452009
17,pnl,0.8,1,go,1,1,go,0.5452306
17,pnl,1.0,1,go,1,1,go,0.5582701999999999
17,pnl,0.2,2,go,1,1,go,0.5451111999999999
17,pnl,0.0,2,go,1,1,go,0.5451216
17,pnl,0.4,2,go,1,1,go,0.5450508000000001
17,pnl,0.4,2,go,0,0,stop,0.5451275
17,pnl,0.8,1,go,1,1,go,0.5451464
17,pnl,0.6,1,go,1,1,go,0.5451313
18,bsl,1.0,1,go,1,1,go,0.5318983
18,bsl,1.0,1,go,1,1,go,0.5317655
18,bsl,1.0,1,go,1,1,go,0.5451504
18,bsl,1.0,1,go,1,1,go,0.5303258000000001
18,bsl,1.0,1,go,1,1,go,0.5185614000000001
18,bsl,1.0,1,go,1,1,go,0.5182671
18,bsl,1.0,1,go,1,1,go,0.5451173
18,bsl,1.0,1,go,1,1,go,0.5450809
18,bsl,0.2,2,go,0,0,stop,0.5452716999999999
18,bsl,0.0,2,go,0,0,stop,0.545097
18,bsl,1.0,1,go,1,1,go,0.5450911999999999
18,bsl,1.0,1,go,1,1,go,0.5451077
18,bsl,0.4,2,go,1,1,go,0.5453150999999999
18,bsl,0.0,2,go,0,0,stop,0.5451520000000001
18,bsl,0.4,2,go,0,0,stop,0.5451672
18,bsl,0.8,1,go,1,1,go,0.5185814000000001
18,bsl,0.6,1,go,1,1,go,0.5451227
18,bsl,0.6,1,go,1,1,go,0.5451402
18,bsl,0.8,1,go,1,1,go,0.5317546
18,bsl,0.8,1,go,1,1,go,0.5451335999999999
18,bsl,0.2,2,go,0,0,stop,0.5452129
18,bsl,0.2,2,go,0,0,stop,0.5453015999999999
18,bsl,0.2,2,go,0,0,stop,0.545179
18,bsl,0.4,2,go,0,0,stop,0.5452068
18,bsl,0.6,1,go,0,0,stop,0.545198
18,bsl,0.6,1,go,1,1,go,0.5450921
18,bsl,1.0,1,go,1,1,go,0.5451073000000001
18,bsl,0.0,2,go,0,0,stop,0.5451477
18,bsl,0.0,2,go,0,0,stop,0.5455781
18,bsl,0.4,2,go,1,1,go,0.5451858
18,bsl,1.0,1,go,1,1,go,0.5452071999999999
18,bsl,0.8,1,go,1,1,go,0.5317883000000001
18,bsl,1.0,1,go,1,1,go,0.5451224
18,bsl,0.2,2,go,0,0,stop,0.546901
18,bsl,1.0,1,go,1,1,go,0.5452773
18,bsl,0.4,2,go,0,0,stop,0.5452731
18,bsl,0.6,1,go,1,1,go,0.545341
18,bsl,0.2,2,go,0,0,stop,0.5451829
18,bsl,0.6,1,go,1,1,go,0.545072
18,bsl,0.4,2,go,1,1,go,0.5452189000000001
18,bsl,0.8,1,go,1,1,go,0.5451874
18,bsl,0.6,1,go,1,1,go,0.545362
18,bsl,0.0,2,go,0,0,stop,0.5451973000000001
18,bsl,0.0,2,go,0,0,stop,0.5452448000000001
18,bsl,0.0,2,go,0,0,stop,0.5452289
18,bsl,0.2,2,go,0,0,stop,0.5581694
18,bsl,1.0,1,go,1,1,go,0.5450948
18,bsl,0.0,2,go,0,0,stop,0.5452071999999999
18,bsl,0.2,2,go,1,1,go,0.5451379
18,bsl,0.8,1,go,1,1,go,0.4783226
18,bsl,0.4,2,go,0,0,stop,0.5451239
18,bsl,1.0,1,go,1,1,go,0.5454089
18,bsl,0.8,1,go,1,1,go,0.5576196
18,bsl,1.0,1,go,1,1,go,0.5450675
18,bsl,0.8,1,go,1,1,go,0.5451716
18,bsl,0.4,2,go,1,1,go,0.5450144
18,bsl,0.6,1,go,1,1,go,0.5451818
18,bsl,1.0,1,go,1,1,go,0.5466831999999999
18,bsl,0.8,1,go,1,1,go,0.5451642
18,bsl,0.4,2,go,0,0,stop,0.5451789
18,bsl,1.0,1,go,1,1,go,0.5451351
18,bsl,0.6,1,go,1,1,go,0.5451823
18,bsl,0.4,2,go,0,0,stop,0.5453228
18,bsl,1.0,1,go,1,1,go,0.5452104999999999
18,bsl,0.6,1,go,1,1,go,0.5451519
18,bsl,0.4,2,go,1,1,go,0.5461670999999999
18,bsl,0.0,2,go,0,0,stop,0.5451050999999999
18,bsl,0.4,2,go,0,0,stop,0.545111
18,bsl,0.0,2,go,0,0,stop,0.5450351
18,bsl,0.2,2,go,0,0,stop,0.5451178000000001
18,bsl,0.8,1,go,1,1,go,0.505205
18,bsl,0.0,2,go,0,0,stop,0.5452618
18,bsl,0.0,2,go,0,0,stop,0.5450843000000001
18,bsl,1.0,1,go,1,1,go,0.5451050999999999
18,bsl,0.6,1,go,1,1,go,0.5452806
18,bsl,0.2,2,go,0,0,stop,0.5451228
18,bsl,0.8,1,go,1,1,go,0.5319486
18,bsl,0.2,2,go,0,0,stop,0.5451562
18,bsl,1.0,1,go,1,1,go,0.5460661
18,bsl,0.8,1,go,1,1,go,0.4919228
18,bsl,0.6,1,go,1,1,go,0.5451751
18,bsl,0.2,2,go,0,0,stop,0.5450564999999999
18,bsl,1.0,1,go,1,1,go,0.5452431
18,bsl,0.8,1,go,1,1,go,0.5183837
18,bsl,0.2,2,go,0,0,stop,0.5452064999999999
18,bsl,1.0,1,go,1,1,go,0.5318927
18,bsl,0.2,2,go,0,0,stop,0.5451349
18,bsl,0.6,1,go,1,1,go,0.5452558000000001
18,bsl,0.6,1,go,0,0,stop,0.5452262
18,bsl,0.8,1,go,1,1,go,0.5042496
18,bsl,0.2,2,go,0,0,stop,0.5450928
18,bsl,1.0,1,go,1,1,go,0.5317156999999999
18,bsl,1.0,1,go,1,1,go,0.5184451
18,bsl,0.4,2,go,1,1,go,0.545197
18,bsl,0.2,2,go,1,1,go,0.4519018
18,bsl,1.0,1,go,1,1,go,0.5452286999999999
18,bsl,0.8,1,go,1,1,go,0.5452575
18,bsl,0.4,2,go,0,0,stop,0.5451638000000001
18,bsl,0.8,1,go,1,1,go,0.5451536
18,bsl,0.0,2,go,0,0,stop,0.558463
18,bsl,0.0,2,go,0,0,stop,0.5452143
18,bsl,0.0,2,go,0,0,stop,0.5451986
18,bsl,0.6,1,go,1,1,go,0.5452509
18,bsl,0.4,2,go,1,1,go,0.5451132
18,bsl,0.6,1,go,1,1,go,0.5450579000000001
18,bsl,0.0,2,go,0,0,stop,0.5583031999999999
18,bsl,0.4,2,go,1,1,go,0.505119
18,bsl,1.0,1,go,1,1,go,0.5583180999999999
18,bsl,1.0,1,go,1,1,go,0.4785894
18,bsl,0.6,1,go,1,1,go,0.5583627
18,bsl,0.0,2,go,0,0,stop,0.5468113
18,bsl,0.8,1,go,1,1,go,0.5451354
18,bsl,0.4,2,go,1,1,go,0.4916670999999999
18,bsl,0.4,2,go,0,0,stop,0.5450805000000001
18,bsl,1.0,1,go,1,1,go,0.5452516
18,bsl,0.2,2,go,1,1,go,0.5451579000000001
18,bsl,0.4,2,go,0,0,stop,0.5452034
18,bsl,0.8,1,go,1,1,go,0.5452309000000001
18,bsl,0.0,2,go,0,0,stop,0.5451956
18,bsl,0.6,1,go,1,1,go,0.5452189000000001
18,bsl,0.6,1,go,1,1,go,0.5452239000000001
18,bsl,0.8,1,go,1,1,go,0.531762
18,bsl,0.2,2,go,0,0,stop,0.5452133000000001
18,bsl,1.0,1,go,1,1,go,0.4784273
18,bsl,0.2,2,go,0,0,stop,0.5451754
18,bsl,0.4,2,go,0,0,stop,0.5450939
18,bsl,1.0,1,go,1,1,go,0.5452138000000001
18,bsl,0.2,2,go,0,0,stop,0.5453604000000001
18,bsl,0.0,2,go,0,0,stop,0.5452055
18,bsl,0.6,1,go,0,0,stop,0.5451204000000001
18,bsl,0.0,2,go,0,0,stop,0.5451609000000001
18,bsl,0.8,1,go,1,1,go,0.5451682
18,bsl,1.0,1,go,1,1,go,0.5451753
18,bsl,0.4,2,go,0,0,stop,0.5451089
18,bsl,0.0,2,go,0,0,stop,0.5452196
18,bsl,0.6,1,go,0,0,stop,0.5451739999999999
18,bsl,0.2,2,go,1,1,go,0.5452113000000001
18,bsl,0.2,2,go,0,0,stop,0.5451332
18,bsl,0.6,1,go,1,1,go,0.5451959
18,bsl,0.6,1,go,1,1,go,0.5452558000000001
18,bsl,0.4,2,go,1,1,go,0.5451311
18,bsl,0.2,2,go,1,1,go,0.5451476
18,bsl,0.4,2,go,0,0,stop,0.5451049
18,bsl,0.2,2,go,0,0,stop,0.5453059
18,bsl,0.8,1,go,1,1,go,0.5451014
18,bsl,1.0,1,go,1,1,go,0.5460214
18,bsl,0.4,2,go,0,0,stop,0.5460941999999999
18,bsl,0.8,1,go,1,1,go,0.5451621999999999
18,bsl,0.0,2,go,0,0,stop,0.5468814000000001
18,bsl,0.0,2,go,0,0,stop,0.5452505999999999
18,bsl,0.0,2,go,0,0,stop,0.5468878
18,bsl,0.6,1,go,1,1,go,0.5452499
18,bsl,1.0,1,go,1,1,go,0.5452276
18,bsl,0.8,1,go,1,1,go,0.5450687
18,bsl,1.0,1,go,1,1,go,0.5450826
18,bsl,0.8,1,go,1,1,go,0.5451384
18,bsl,1.0,1,go,1,1,go,0.5451905
18,bsl,1.0,1,go,1,1,go,0.5068478
