idx,pGo,Cond,response,choice,rt,HL
12,1.0,bsl,1,go,0.5050406,1
12,1.0,bsl,1,go,0.5317402,1
12,0.8,bsl,1,go,0.4785049,1
12,0.0,bsl,0,stop,0.5450186,2
12,0.8,bsl,1,go,0.5184475,1
12,0.2,bsl,0,stop,0.5451026,2
12,1.0,bsl,1,go,0.4650803,1
12,0.0,bsl,0,stop,0.5450006,2
12,0.4,bsl,0,stop,0.5583556,2
12,0.2,bsl,0,stop,0.5451158,2
12,1.0,bsl,1,go,0.5451446,1
12,0.4,bsl,0,stop,0.5583077,2
12,0.8,bsl,1,go,0.4918086,1
12,0.2,bsl,0,stop,0.5451061,2
12,0.4,bsl,0,stop,0.5450882,2
12,0.6,bsl,1,go,0.5451613,1
12,0.0,bsl,0,stop,0.5457995,2
12,0.4,bsl,0,stop,0.5451383,2
12,0.6,bsl,0,stop,0.5452929,1
12,0.0,bsl,0,stop,0.5451596,2
12,0.6,bsl,0,stop,0.5450276,1
12,0.2,bsl,0,stop,0.5452114,2
12,1.0,bsl,1,go,0.5467297,1
12,0.2,bsl,0,stop,0.5450635,2
12,0.6,bsl,0,stop,0.5573898,1
12,0.2,bsl,0,stop,0.5582048,2
12,1.0,bsl,1,go,0.505051,1
12,0.0,bsl,0,stop,0.5456174,2
12,0.8,bsl,1,go,0.491708,1
12,0.8,bsl,1,go,0.5317872,1
12,1.0,bsl,1,go,0.4650518,1
12,0.6,bsl,1,go,0.5450221,1
12,0.8,bsl,0,stop,0.5451038,1
12,0.0,bsl,0,stop,0.545172,2
12,0.2,bsl,1,go,0.5450129,2
12,0.8,bsl,1,go,0.5318301,1
12,0.0,bsl,0,stop,0.5450816,2
12,1.0,bsl,1,go,0.5184048,1
12,0.2,bsl,0,stop,0.5453677,2
12,0.4,bsl,0,stop,0.546926,2
12,0.4,bsl,1,go,0.5450906,2
12,0.0,bsl,0,stop,0.545102,2
12,0.6,bsl,1,go,0.5451081,1
12,0.4,bsl,1,go,0.5584593,2
12,0.6,bsl,1,go,0.5180343,1
12,0.4,bsl,1,go,0.5450311,2
12,1.0,bsl,1,go,0.5450724,1
12,1.0,bsl,1,go,0.4785098,1
12,0.8,bsl,1,go,0.5184816,1
12,0.4,bsl,1,go,0.5317729,2
12,0.4,bsl,1,go,0.5449959,2
12,0.2,bsl,0,stop,0.5450705,2
12,0.6,bsl,1,go,0.5451189,1
12,0.0,bsl,0,stop,0.5450172,2
12,0.8,bsl,1,go,0.4917921,1
12,0.6,bsl,1,go,0.5317872,1
12,0.4,bsl,1,go,0.545175,2
12,1.0,bsl,1,go,0.4785933,1
12,0.4,bsl,1,go,0.5050525,2
12,1.0,bsl,1,go,0.5052255,1
12,0.6,bsl,1,go,0.5318073,1
12,1.0,bsl,1,go,0.5051097,1
12,0.6,bsl,1,go,0.5175101,1
12,0.0,bsl,0,stop,0.5452385,2
12,0.8,bsl,1,go,0.5184505,1
12,0.8,bsl,1,go,0.5451082,1
12,0.2,bsl,0,stop,0.5583972,2
12,0.0,bsl,0,stop,0.5583942,2
12,0.2,bsl,0,stop,0.5451381,2
12,0.2,bsl,1,go,0.5455106,2
12,0.0,bsl,1,go,0.5582869,2
12,1.0,bsl,1,go,0.4918188,1
12,1.0,bsl,1,go,0.5201147,1
12,0.8,bsl,1,go,0.545162,1
12,0.6,bsl,1,go,0.5581991,1
12,0.2,bsl,0,stop,0.545175,2
12,0.0,bsl,0,stop,0.5451563,2
12,0.6,bsl,1,go,0.5451243,1
12,0.0,bsl,0,stop,0.545125,2
12,0.8,bsl,1,go,0.491888,1
12,0.8,bsl,1,go,0.5051248,1
12,0.0,bsl,0,stop,0.5451358,2
12,0.0,bsl,0,stop,0.5450884,2
12,0.2,bsl,0,stop,0.5451238,2
12,0.4,bsl,1,go,0.5452069,2
12,0.2,bsl,0,stop,0.5583816,2
12,0.6,bsl,0,stop,0.545065,1
12,0.4,bsl,1,go,0.5451422,2
12,1.0,bsl,1,go,0.5185023,1
12,1.0,bsl,1,go,0.5184926,1
12,1.0,bsl,1,go,0.5050992,1
12,1.0,bsl,1,go,0.5185259,1
12,0.6,bsl,1,go,0.5450987,1
12,0.2,bsl,0,stop,0.5451481,2
12,0.8,bsl,1,go,0.5318084,1
12,0.4,bsl,1,go,0.5449662,2
12,0.4,bsl,0,stop,0.5451961,2
12,1.0,bsl,1,go,0.4935957,1
12,0.4,bsl,0,stop,0.5452036,2
12,0.8,bsl,1,go,0.5183949,1
12,0.8,bsl,1,go,0.5050971,1
12,0.4,bsl,1,go,0.5451678,2
12,0.6,bsl,1,go,0.5451619,1
12,1.0,bsl,1,go,0.5051137,1
12,0.8,bsl,1,go,0.5185168,1
12,0.6,bsl,1,go,0.5052194,1
12,0.2,bsl,0,stop,0.5452539,2
12,0.0,bsl,0,stop,0.545162,2
12,0.4,bsl,0,stop,0.5450272,2
12,0.8,bsl,1,go,0.5185398,1
12,0.2,bsl,0,stop,0.5452726,2
12,0.4,bsl,0,stop,0.5450799,2
12,1.0,bsl,1,go,0.5185514,1
12,0.0,bsl,0,stop,0.5451311,2
12,1.0,bsl,1,go,0.5317959,1
12,0.6,bsl,1,go,0.5318538,1
12,0.0,bsl,0,stop,0.5584155,2
12,0.0,bsl,0,stop,0.5450836,2
12,0.6,bsl,1,go,0.5184583,1
12,1.0,bsl,1,go,0.4783538,1
12,0.2,bsl,0,stop,0.5451583,2
12,0.2,bsl,0,stop,0.5461461,2
12,1.0,bsl,1,go,0.505146,1
12,1.0,bsl,1,go,0.5450251,1
12,0.0,bsl,0,stop,0.5451315,2
12,0.6,bsl,0,stop,0.5450804,1
12,0.6,bsl,1,go,0.4652084,1
12,0.6,bsl,1,go,0.5059858,1
12,1.0,bsl,1,go,0.4516892,1
12,1.0,bsl,1,go,0.4785072,1
12,0.2,bsl,0,stop,0.5451024,2
12,0.8,bsl,1,go,0.4783955,1
12,0.2,bsl,0,stop,0.5582097,2
12,0.6,bsl,1,go,0.5051714,1
12,0.4,bsl,0,stop,0.545214,2
12,0.0,bsl,0,stop,0.5450132,2
12,0.4,bsl,0,stop,0.5451884,2
12,0.2,bsl,1,go,0.5451354,2
12,0.8,bsl,1,go,0.465228,1
12,1.0,bsl,1,go,0.5052408,1
12,0.0,bsl,0,stop,0.5451571,2
12,0.2,bsl,1,go,0.5450221,2
12,0.8,bsl,1,go,0.4917994,1
12,0.8,bsl,1,go,0.5051926,1
12,0.4,bsl,1,go,0.5451545,2
12,0.0,bsl,0,stop,0.5451227,2
12,0.4,bsl,1,go,0.558177,2
12,1.0,pnl,1,go,0.5201873,1
12,1.0,pnl,1,go,0.5041525,1
12,1.0,pnl,1,go,0.5317294,1
12,1.0,pnl,1,go,0.478424,1
12,1.0,pnl,1,go,0.4917572,1
12,1.0,pnl,1,go,0.505134,1
12,1.0,pnl,1,go,0.5051278,1
12,1.0,pnl,1,go,0.5185311,1
12,0.2,pnl,0,stop,0.5452148,2
12,0.0,pnl,0,stop,0.5452565,2
12,1.0,pnl,1,go,0.4918132,1
12,1.0,pnl,1,go,0.5184418,1
12,0.4,pnl,1,go,0.5451622,2
12,0.0,pnl,0,stop,0.5451334,2
12,0.4,pnl,0,stop,0.5452058,2
12,0.8,pnl,1,go,0.5451692,1
12,0.6,pnl,1,go,0.5451334,1
12,0.6,pnl,1,go,0.478517,1
12,0.8,pnl,1,go,0.5184246,1
12,0.8,pnl,1,go,0.4516391,1
12,0.2,pnl,0,stop,0.5451968,2
12,0.2,pnl,0,stop,0.5452285,2
12,0.2,pnl,1,go,0.545208,2
12,0.4,pnl,0,stop,0.5576706,2
12,0.6,pnl,0,stop,0.5450146,1
12,0.6,pnl,1,go,0.545202,1
12,1.0,pnl,1,go,0.5316735,1
12,0.0,pnl,0,stop,0.5451875,2
12,0.0,pnl,0,stop,0.545184,2
12,0.4,pnl,0,stop,0.5452207,2
12,1.0,pnl,1,go,0.5184301,1
12,0.8,pnl,1,go,0.5316812,1
12,1.0,pnl,1,go,0.506761,1
12,0.2,pnl,0,stop,0.545176,2
12,1.0,pnl,1,go,0.5185041,1
12,0.4,pnl,0,stop,0.5450344,2
12,0.6,pnl,1,go,0.5451095,1
12,0.2,pnl,0,stop,0.5451176,2
12,0.6,pnl,1,go,0.5451354,1
12,0.4,pnl,0,stop,0.5451692,2
12,0.8,pnl,1,go,0.5183432,1
12,0.6,pnl,1,go,0.5451488,1
12,0.0,pnl,0,stop,0.5451884,2
12,0.0,pnl,0,stop,0.545259,2
12,0.0,pnl,0,stop,0.5452028,2
12,0.2,pnl,0,stop,0.5580463,2
12,1.0,pnl,1,go,0.5185119,1
12,0.0,pnl,0,stop,0.5450668,2
12,0.2,pnl,1,go,0.5451794,2
12,0.8,pnl,1,go,0.5317642,1
12,0.4,pnl,0,stop,0.5451676,2
12,1.0,pnl,1,go,0.5317036,1
12,0.8,pnl,1,go,0.4917119,1
12,1.0,pnl,1,go,0.5184619,1
12,0.8,pnl,1,go,0.4916387,1
12,0.4,pnl,1,go,0.5450463,2
12,0.6,pnl,1,go,0.5455313,1
12,1.0,pnl,1,go,0.5185184,1
12,0.8,pnl,1,go,0.5317655,1
12,0.4,pnl,0,stop,0.5451195,2
12,1.0,pnl,1,go,0.5185437,1
12,0.6,pnl,1,go,0.5451343,1
12,0.4,pnl,0,stop,0.5451365,2
12,1.0,pnl,1,go,0.5051244,1
12,0.6,pnl,1,go,0.5452728,1
12,0.4,pnl,1,go,0.5451262,2
12,0.0,pnl,0,stop,0.5450276,2
12,0.4,pnl,0,stop,0.5451796,2
12,0.0,pnl,0,stop,0.5458144,2
12,0.2,pnl,0,stop,0.5452083,2
12,0.8,pnl,1,go,0.5318063,1
12,0.0,pnl,0,stop,0.558308,2
12,0.0,pnl,0,stop,0.5452294,2
12,1.0,pnl,1,go,0.51845,1
12,0.6,pnl,1,go,0.5450786,1
12,0.2,pnl,0,stop,0.5450875,2
12,0.8,pnl,1,go,0.4917487,1
12,0.2,pnl,0,stop,0.558358,2
12,1.0,pnl,1,go,0.5051137,1
12,0.8,pnl,1,go,0.5184269,1
12,0.6,pnl,1,go,0.5451109,1
12,0.2,pnl,0,stop,0.5451374,2
12,1.0,pnl,1,go,0.5193497,1
12,0.8,pnl,1,go,0.5185511,1
12,0.2,pnl,0,stop,0.545169,2
12,1.0,pnl,1,go,0.5184751,1
12,0.2,pnl,0,stop,0.5451935,2
12,0.6,pnl,1,go,0.5318693,1
12,0.6,pnl,0,stop,0.5451799,1
12,0.8,pnl,1,go,0.4918064,1
12,0.2,pnl,0,stop,0.5451343,2
12,1.0,pnl,1,go,0.5183093,1
12,1.0,pnl,1,go,0.4919479,1
12,0.4,pnl,1,go,0.5451399,2
12,0.2,pnl,0,stop,0.5581845,2
12,1.0,pnl,1,go,0.5184966,1
12,0.8,pnl,1,go,0.5185404,1
12,0.4,pnl,1,go,0.5450309,2
12,0.8,pnl,1,go,0.5051713,1
12,0.0,pnl,0,stop,0.545084,2
12,0.0,pnl,0,stop,0.5451498,2
12,0.0,pnl,0,stop,0.5450985,2
12,0.6,pnl,1,go,0.5318181,1
12,0.4,pnl,1,go,0.5451261,2
12,0.6,pnl,1,go,0.531817,1
12,0.0,pnl,0,stop,0.5451859,2
12,0.4,pnl,0,stop,0.5452183,2
12,1.0,pnl,1,go,0.505118,1
12,1.0,pnl,1,go,0.5186717,1
12,0.6,pnl,1,go,0.5452036,1
12,0.0,pnl,0,stop,0.5451232,2
12,0.8,pnl,1,go,0.5052255,1
12,0.4,pnl,0,stop,0.5451486,2
12,0.4,pnl,1,go,0.5453381,2
12,1.0,pnl,1,go,0.5451853,1
12,0.2,pnl,1,go,0.5451299,2
12,0.4,pnl,0,stop,0.5450732,2
12,0.8,pnl,1,go,0.5185423,1
12,0.0,pnl,0,stop,0.5451537,2
12,0.6,pnl,1,go,0.5450098,1
12,0.6,pnl,1,go,0.5185682,1
12,0.8,pnl,1,go,0.5318985,1
12,0.2,pnl,0,stop,0.5450477,2
12,1.0,pnl,1,go,0.5184829,1
12,0.2,pnl,0,stop,0.5450822,2
12,0.4,pnl,0,stop,0.545151,2
12,1.0,pnl,1,go,0.5051709,1
12,0.2,pnl,0,stop,0.5450769,2
12,0.0,pnl,0,stop,0.5451495,2
12,0.6,pnl,1,go,0.5452,1
12,0.0,pnl,0,stop,0.5452264,2
12,0.8,pnl,1,go,0.5451951,1
12,1.0,pnl,1,go,0.5451782,1
12,0.4,pnl,0,stop,0.5451546,2
12,0.0,pnl,0,stop,0.5452023,2
12,0.6,pnl,0,stop,0.5451077,1
12,0.2,pnl,1,go,0.5452116,2
12,0.2,pnl,0,stop,0.5451477,2
12,0.6,pnl,0,stop,0.5451377,1
12,0.6,pnl,1,go,0.5583803,1
12,0.4,pnl,1,go,0.5451747,2
12,0.2,pnl,1,go,0.5450666,2
12,0.4,pnl,1,go,0.5453019,2
12,0.2,pnl,0,stop,0.545085,2
12,0.8,pnl,1,go,0.5068492,1
12,1.0,pnl,1,go,0.5052492,1
12,0.4,pnl,0,stop,0.5452032,2
12,0.8,pnl,1,go,0.5460191,1
12,0.0,pnl,0,stop,0.5468763,2
12,0.0,pnl,0,stop,0.5451644,2
12,0.0,pnl,0,stop,0.5451367,2
12,0.6,pnl,1,go,0.5451629,1
12,1.0,pnl,1,go,0.4784755,1
12,0.8,pnl,1,go,0.5050225,1
12,1.0,pnl,1,go,0.518362,1
12,0.8,pnl,1,go,0.4917961,1
12,1.0,pnl,1,go,0.4785511,1
12,1.0,pnl,1,go,0.4917758,1
12,0.0,pnl,0,stop,0.5451285,2
12,0.8,pnl,1,go,0.5052619,1
12,0.2,pnl,0,stop,0.5452161,2
12,0.0,pnl,0,stop,0.5451373,2
12,0.2,pnl,0,stop,0.5574448,2
12,0.4,pnl,0,stop,0.5450999,2
12,0.6,pnl,1,go,0.5451277,1
12,0.0,pnl,0,stop,0.5450024,2
12,0.2,pnl,0,stop,0.545162,2
12,0.6,pnl,0,stop,0.5450533,1
12,0.4,pnl,0,stop,0.5450583,2
12,0.4,pnl,1,go,0.545214,2
12,0.4,pnl,1,go,0.5450053,2
12,0.8,pnl,1,go,0.5317128,1
12,1.0,pnl,1,go,0.5452202,1
12,0.0,pnl,0,stop,0.5452074,2
12,0.6,pnl,1,go,0.5183631,1
12,0.2,pnl,0,stop,0.5451763,2
12,0.6,pnl,0,stop,0.5451265,1
12,1.0,pnl,1,go,0.5451196,1
12,1.0,pnl,1,go,0.5042253,1
12,1.0,pnl,1,go,0.5052144,1
12,0.8,pnl,1,go,0.4936224,1
12,0.8,pnl,1,go,0.5451282,1
12,1.0,pnl,1,go,0.5181231,1
12,0.2,pnl,0,stop,0.5451111,2
12,0.6,pnl,1,go,0.5450903,1
12,0.4,pnl,1,go,0.5451593,2
12,0.8,pnl,1,go,0.5316951,1
12,0.4,pnl,1,go,0.5451696,2
12,1.0,pnl,1,go,0.4920229,1
12,0.0,pnl,0,stop,0.5452276,2
12,0.8,pnl,1,go,0.5575234,1
12,1.0,pnl,1,go,0.4918471,1
12,1.0,pnl,1,go,0.5051389,1
12,0.4,pnl,1,go,0.5451463,2
12,0.8,pnl,1,go,0.5050949,1
12,0.0,pnl,0,stop,0.5450737,2
12,0.6,pnl,1,go,0.5317902,1
12,0.2,pnl,0,stop,0.5452788,2
12,0.4,pnl,1,go,0.5451313,2
12,0.6,pnl,1,go,0.5184858,1
12,0.8,pnl,1,go,0.505049,1
12,0.2,pnl,0,stop,0.5451266,2
12,0.2,pnl,0,stop,0.5452358,2
12,1.0,pnl,1,go,0.545286,1
12,0.6,pnl,1,go,0.5452743,1
12,0.0,pnl,0,stop,0.5451541,2
12,0.0,pnl,0,stop,0.5451844,2
12,1.0,pnl,1,go,0.5184494,1
12,0.0,pnl,0,stop,0.545167,2
12,0.6,pnl,1,go,0.5453609,1
12,0.8,pnl,1,go,0.5182878,1
12,0.2,pnl,1,go,0.5452763,2
12,0.0,pnl,0,stop,0.5452226,2
12,0.4,pnl,0,stop,0.5451754,2
12,0.0,pnl,0,stop,0.5450417,2
12,0.8,pnl,1,go,0.5185354,1
12,1.0,pnl,1,go,0.5184997,1
12,0.8,pnl,1,go,0.4785621,1
12,0.2,pnl,0,stop,0.5451414,2
12,0.6,pnl,1,go,0.545233,1
12,0.6,pnl,1,go,0.5184734,1
12,0.8,pnl,1,go,0.5185277,1
12,1.0,pnl,1,go,0.5185964,1
12,1.0,pnl,1,go,0.5317111,1
12,0.4,pnl,0,stop,0.5451553,2
12,0.6,pnl,1,go,0.5451212,1
12,0.4,pnl,1,go,0.5451873,2
12,0.2,pnl,0,stop,0.5452269,2
12,0.4,pnl,1,go,0.5461995,2
12,0.0,pnl,0,stop,0.5459169,2
12,1.0,pnl,1,go,0.5451435,1
12,0.2,pnl,0,stop,0.5466745,2
12,1.0,pnl,1,go,0.5470313,1
12,0.6,pnl,1,go,0.5451648,1
12,1.0,pnl,1,go,0.5317507,1
12,0.4,pnl,1,go,0.55836,2
12,0.2,pnl,0,stop,0.545355,2
12,0.2,pnl,0,stop,0.5461763,2
12,1.0,pnl,1,go,0.5051973,1
12,1.0,pnl,1,go,0.5450956,1
12,0.4,pnl,0,stop,0.5452293,2
12,0.0,pnl,0,stop,0.5450959,2
12,0.2,pnl,0,stop,0.5451573,2
12,0.0,pnl,0,stop,0.5451201,2
12,0.0,pnl,0,stop,0.5452052,2
12,1.0,pnl,1,go,0.5052056,1
12,0.4,pnl,0,stop,0.5450058,2
12,0.8,pnl,1,go,0.5185374,1
12,0.8,pnl,1,go,0.5184368,1
12,0.2,pnl,0,stop,0.545091,2
12,0.8,pnl,1,go,0.518496,1
12,0.0,pnl,0,stop,0.5450919,2
12,0.6,pnl,1,go,0.5452588,1
12,0.4,pnl,0,stop,0.5451311,2
12,0.8,pnl,1,go,0.5450508,1
12,0.6,pnl,0,stop,0.5451227,1
12,0.6,pnl,1,go,0.5454514,1
13,1.0,bsl,1,go,0.54686,1
13,1.0,bsl,1,go,0.5318245,1
13,1.0,bsl,1,go,0.5451316,1
13,1.0,bsl,1,go,0.5451322,1
13,1.0,bsl,1,go,0.5451666,1
13,1.0,bsl,1,go,0.5451825,1
13,1.0,bsl,1,go,0.505124,1
13,1.0,bsl,1,go,0.5469361,1
13,0.2,bsl,0,stop,0.5452636,2
13,0.0,bsl,0,stop,0.5450775,2
13,1.0,bsl,1,go,0.5451853,1
13,1.0,bsl,1,go,0.5451885,1
13,0.4,bsl,1,go,0.5451381,2
13,0.0,bsl,0,stop,0.5450941,2
13,0.4,bsl,0,stop,0.5451462,2
13,0.8,bsl,1,go,0.5452501,1
13,0.6,bsl,1,go,0.5451495,1
13,0.6,bsl,1,go,0.5451418,1
13,0.8,bsl,1,go,0.5452435,1
13,0.8,bsl,1,go,0.5450325,1
13,0.2,bsl,0,stop,0.5451149,2
13,0.2,bsl,0,stop,0.5451949,2
13,0.2,bsl,0,stop,0.5450154,2
13,0.4,bsl,0,stop,0.5451822,2
13,0.6,bsl,0,stop,0.5451856,1
13,0.6,bsl,1,go,0.5451163,1
13,1.0,bsl,1,go,0.5450936,1
13,0.0,bsl,0,stop,0.5451929,2
13,0.0,bsl,0,stop,0.5450963,2
13,0.4,bsl,0,stop,0.5451274,2
13,1.0,bsl,1,go,0.545151,1
13,0.8,bsl,1,go,0.5050946,1
13,1.0,bsl,1,go,0.5452522,1
13,0.2,bsl,0,stop,0.5575085,2
13,1.0,bsl,1,go,0.5450694,1
13,0.4,bsl,0,stop,0.5450233,2
13,0.6,bsl,1,go,0.5575031,1
13,0.2,bsl,0,stop,0.5451955,2
13,0.6,bsl,1,go,0.5451815,1
13,0.4,bsl,0,stop,0.5452485,2
13,0.8,bsl,1,go,0.5450247,1
13,0.6,bsl,1,go,0.5452207,1
13,0.0,bsl,0,stop,0.5450353,2
13,0.0,bsl,0,stop,0.5451373,2
13,0.0,bsl,0,stop,0.5451993,2
13,0.2,bsl,0,stop,0.5578528,2
13,1.0,bsl,1,go,0.5451461,1
13,0.0,bsl,0,stop,0.5451664,2
13,0.2,bsl,1,go,0.5450697,2
13,0.8,bsl,1,go,0.5451376,1
13,0.4,bsl,1,go,0.5451729,2
13,1.0,bsl,1,go,0.5576578,1
13,0.8,bsl,0,stop,0.5451299,1
13,1.0,bsl,1,go,0.5318451,1
13,0.8,bsl,1,go,0.5450391,1
13,0.4,bsl,1,go,0.5451604,2
13,0.6,bsl,1,go,0.5451975,1
13,1.0,bsl,1,go,0.5452279,1
13,0.8,bsl,1,go,0.5469406,1
13,0.4,bsl,1,go,0.5450876,2
13,1.0,bsl,1,go,0.5450904,1
13,0.6,bsl,1,go,0.5452339,1
13,0.4,bsl,0,stop,0.5450381,2
13,1.0,bsl,1,go,0.5451273,1
13,0.6,bsl,1,go,0.5461967,1
13,0.4,bsl,1,go,0.5451903,2
13,0.0,bsl,0,stop,0.5461377,2
13,0.4,bsl,1,go,0.5462042,2
13,0.0,bsl,0,stop,0.5450731,2
13,0.2,bsl,0,stop,0.5450237,2
13,0.8,bsl,1,go,0.5467253,1
13,0.0,bsl,0,stop,0.5450539,2
13,0.0,bsl,0,stop,0.5452104,2
13,1.0,bsl,1,go,0.5451054,1
13,0.6,bsl,1,go,0.545162,1
13,0.2,bsl,0,stop,0.5452027,2
13,0.8,bsl,1,go,0.5450995,1
13,0.2,bsl,0,stop,0.5451765,2
13,1.0,bsl,1,go,0.5450482,1
13,0.8,bsl,1,go,0.5452209,1
13,0.6,bsl,1,go,0.5450415,1
13,0.2,bsl,0,stop,0.5451862,2
13,1.0,bsl,1,go,0.5201187,1
13,0.8,bsl,1,go,0.531835,1
13,0.2,bsl,0,stop,0.5451319,2
13,1.0,bsl,1,go,0.545087,1
13,0.2,bsl,0,stop,0.5451862,2
13,0.6,bsl,1,go,0.5452025,1
13,0.6,bsl,1,go,0.5450315,1
13,0.8,bsl,1,go,0.5450721,1
13,0.2,bsl,0,stop,0.5452031,2
13,1.0,bsl,1,go,0.5582732,1
13,1.0,bsl,1,go,0.5451481,1
13,0.4,bsl,1,go,0.5451355,2
13,0.2,bsl,0,stop,0.5451202,2
13,1.0,bsl,1,go,0.5452008,1
13,0.8,bsl,1,go,0.5451672,1
13,0.4,bsl,1,go,0.5451474,2
13,0.8,bsl,1,go,0.5451552,1
13,0.0,bsl,0,stop,0.5451246,2
13,0.0,bsl,0,stop,0.5452363,2
13,0.0,bsl,0,stop,0.5583351,2
13,0.6,bsl,1,go,0.5451289,1
13,0.4,bsl,1,go,0.5450706,2
13,0.6,bsl,1,go,0.5317758,1
13,0.0,bsl,0,stop,0.5582327,2
13,0.4,bsl,0,stop,0.5451556,2
13,1.0,bsl,1,go,0.5467432,1
13,1.0,bsl,1,go,0.5451231,1
13,0.6,bsl,1,go,0.5451159,1
13,0.0,bsl,0,stop,0.5580235,2
13,0.8,bsl,1,go,0.5451462,1
13,0.4,bsl,0,stop,0.5454652,2
13,0.4,bsl,0,stop,0.5451631,2
13,1.0,bsl,1,go,0.5452207,1
13,0.2,bsl,1,go,0.545131,2
13,0.4,bsl,0,stop,0.5450661,2
13,0.8,bsl,1,go,0.5452175,1
13,0.0,bsl,0,stop,0.5451895,2
13,0.6,bsl,1,go,0.5469005,1
13,0.6,bsl,1,go,0.5450367,1
13,0.8,bsl,1,go,0.5451458,1
13,0.2,bsl,0,stop,0.5452137,2
13,1.0,bsl,1,go,0.5452981,1
13,0.2,bsl,0,stop,0.5451059,2
13,0.4,bsl,0,stop,0.5451593,2
13,1.0,bsl,1,go,0.55798,1
13,0.2,bsl,0,stop,0.5452247,2
13,0.0,bsl,0,stop,0.5452111,2
13,0.6,bsl,0,stop,0.5575547,1
13,0.0,bsl,0,stop,0.5451367,2
13,0.8,bsl,1,go,0.5452153,1
13,1.0,bsl,1,go,0.546993,1
13,0.4,bsl,0,stop,0.5454542,2
13,0.0,bsl,0,stop,0.5450223,2
13,0.6,bsl,0,stop,0.545195,1
13,0.2,bsl,1,go,0.5452032,2
13,0.2,bsl,0,stop,0.545075,2
13,0.6,bsl,0,stop,0.5452164,1
13,0.6,bsl,1,go,0.5451033,1
13,0.4,bsl,1,go,0.5451381,2
13,0.2,bsl,1,go,0.5451654,2
13,0.4,bsl,0,stop,0.545229,2
13,0.2,bsl,1,go,0.5452142,2
13,0.8,bsl,1,go,0.5451551,1
13,1.0,bsl,1,go,0.5452191,1
13,0.4,bsl,1,go,0.5461998,2
13,0.8,bsl,1,go,0.5452005,1
13,0.0,bsl,0,stop,0.5451049,2
13,0.0,bsl,0,stop,0.5451048,2
13,0.0,bsl,0,stop,0.5470095,2
13,0.6,bsl,1,go,0.5467379,1
13,1.0,bsl,1,go,0.5452145,1
13,0.8,bsl,1,go,0.545307,1
13,1.0,bsl,1,go,0.5451231,1
13,0.8,bsl,1,go,0.5184546,1
13,1.0,bsl,1,go,0.5451335,1
13,1.0,bsl,1,go,0.5468634,1
13,0.0,bsl,0,stop,0.5451311,2
13,0.8,bsl,1,go,0.5451974,1
13,0.2,bsl,0,stop,0.5452382,2
13,0.0,bsl,0,stop,0.5452157,2
13,0.2,bsl,0,stop,0.5451699,2
13,0.4,bsl,1,go,0.5453304,2
13,0.6,bsl,0,stop,0.545187,1
13,0.0,bsl,0,stop,0.5452998,2
13,0.2,bsl,0,stop,0.5451483,2
13,0.6,bsl,0,stop,0.5451642,1
13,0.4,bsl,0,stop,0.5580769,2
13,0.4,bsl,1,go,0.545119,2
13,0.4,bsl,1,go,0.5450865,2
13,0.8,bsl,1,go,0.5451677,1
13,1.0,bsl,1,go,0.5452013,1
13,0.0,bsl,0,stop,0.5452274,2
13,0.6,bsl,1,go,0.5452534,1
13,0.2,bsl,0,stop,0.5577798,2
13,0.6,bsl,1,go,0.5451596,1
13,1.0,bsl,1,go,0.545306,1
13,1.0,bsl,1,go,0.5470636,1
13,1.0,bsl,1,go,0.5450852,1
13,0.8,bsl,1,go,0.5451063,1
13,0.8,bsl,1,go,0.5451381,1
13,1.0,bsl,1,go,0.546607,1
13,0.2,bsl,0,stop,0.5451454,2
13,0.6,bsl,1,go,0.5451681,1
13,0.4,bsl,1,go,0.5452401,2
13,0.8,bsl,1,go,0.5450646,1
13,0.4,bsl,1,go,0.5451436,2
13,1.0,bsl,1,go,0.5450049,1
13,0.0,bsl,0,stop,0.5453144,2
13,0.8,bsl,1,go,0.545189,1
13,1.0,bsl,1,go,0.5450887,1
13,1.0,bsl,1,go,0.5582591,1
13,0.4,bsl,1,go,0.5451788,2
13,0.8,bsl,1,go,0.5451402,1
13,0.0,bsl,0,stop,0.5451424,2
13,0.6,bsl,1,go,0.5451704,1
13,0.2,bsl,0,stop,0.5452688,2
13,0.4,bsl,1,go,0.5451054,2
13,0.6,bsl,0,stop,0.545012,1
13,0.8,bsl,1,go,0.5452026,1
13,0.2,bsl,0,stop,0.5583288,2
13,0.2,bsl,0,stop,0.5451241,2
13,1.0,bsl,1,go,0.5583981,1
13,0.6,bsl,1,go,0.5451809,1
13,0.0,bsl,0,stop,0.545148,2
13,0.0,bsl,0,stop,0.545914,2
13,1.0,bsl,1,go,0.5469132,1
13,0.0,bsl,0,stop,0.5452394,2
13,0.6,bsl,1,go,0.5574995,1
13,0.8,bsl,1,go,0.5583914,1
13,0.2,bsl,1,go,0.5451824,2
13,0.0,bsl,0,stop,0.5451297,2
13,0.4,bsl,1,go,0.5584078,2
13,0.0,bsl,0,stop,0.5583086,2
13,0.8,bsl,1,go,0.5318657,1
13,1.0,bsl,1,go,0.5451552,1
13,0.8,bsl,1,go,0.5451691,1
13,0.2,bsl,0,stop,0.5450991,2
13,0.6,bsl,1,go,0.5451574,1
13,0.6,bsl,1,go,0.5451575,1
13,0.8,bsl,1,go,0.5452939,1
13,1.0,bsl,1,go,0.5452044,1
